alpha,makespan,labor_cost
0.6,218.06670075387083,578969.1420192842
0.6,217.90307460217784,579203.9182465918
0.6,193.46740678868971,620123.8838039491
0.6,264.2698916804643,540413.3260573903
0.6,198.77970093219523,606756.3654309951
0.6,229.29196466512548,565564.0159066378
0.6,214.22982848400946,584118.0507758784
0.6,215.78230844249936,581984.3065687775
0.6,267.9849428211784,538714.2943934378
0.6,254.19360744115258,545187.0104470337
0.6,219.9129900622088,576775.7174528698
0.6,210.16914810803397,589329.0712484509
0.6,190.74252217141458,629576.9271473396
0.6,239.4803372563914,555791.6982056778
0.6,205.489465570349,595365.4853883362
0.6,248.91590504278952,548435.4714815358
0.6,214.68499278962426,583583.9283452798
0.6,224.99147648900788,570004.8744299293
0.6,194.78343518759957,616095.9418433335
0.6,253.25526903804405,545677.2083626611
0.6,233.48396969393843,561261.7725170581
0.6,265.8951619076778,539660.8118672909
0.6,203.31928016544455,598877.9419348252
0.6,258.8668364659155,542979.6327853736
0.6,237.58852739627474,557889.6476031583
0.6,216.84624454587907,579985.1734233615
0.6,239.29520133352318,555942.8992253672
0.6,266.29304518213667,539524.106428998
0.6,223.4714121152618,572177.1861299202
0.6,263.965599558313,540547.6280368471
0.6,193.1148947312658,620541.6621269595
0.6,193.362324770684,620470.438673012
0.6,213.57013082102907,584692.4204836594
0.6,225.12611037395206,569821.9720648235
0.6,210.17103734877125,589111.8787781697
0.6,253.65120229763235,545352.1802214063
0.6,248.64112214682922,548593.1743768638
0.6,253.005537131472,545779.7620931243
0.6,230.40347838956524,564572.2137542719
0.6,202.16997396433234,600664.434664041
0.6,225.67114444564834,569410.7348776439
0.6,261.67731205658583,541513.7313091999
0.6,272.31485833942986,537235.7026174933
0.6,234.41705486101506,560479.8015838306
0.6,231.51727885609955,563342.2782803401
0.6,261.90170283079414,541411.512196003
0.6,240.92751763170875,554345.7912320527
0.6,197.49828446782917,609814.3713559967
0.6,235.1356772566349,559753.4534648155
0.6,211.05520825207847,588481.0136040993
0.6,200.7815950079345,602788.9445023803
0.6,217.1510397902685,579981.5828921761
0.6,214.46661375436997,583702.2345475908
0.6,240.7429743394075,554516.8025742855
0.6,222.05122647919328,573490.6854655875
0.6,249.17303428114337,548210.902472786
0.6,190.6968279712567,629657.2304442013
0.6,226.35971100134654,568883.2683390065
0.6,222.89019465666553,572769.5947462671
0.6,241.70503603699396,553921.8753595427
0.6,229.82981939759998,565126.4218386229
0.6,214.1363517953853,584450.2787666735
0.6,240.71235042855562,554664.9948669327
0.6,252.3630385036979,546089.3423593835
0.6,226.83521938422186,568287.3571242747
0.6,260.13211889747055,542311.47420682
0.6,262.5752693292358,541245.6301123473
0.6,258.54179360658566,543115.2847383239
0.6,228.78609449196622,566161.8621459247
0.6,261.49358006152346,541836.1852413971
0.6,221.57148726813432,574345.993978624
0.6,236.52427183555295,558957.4299203063
0.6,197.70715853599577,609733.0920129195
0.6,242.43852659615993,553249.7174546329
0.6,250.80004992896602,546951.6047955045
0.6,261.53047318190016,541705.9154470604
0.6,231.74979105301713,563253.9817759624
0.6,187.30048528546186,639234.5030248774
0.6,232.0628031325778,563119.0517617762
0.6,227.71442449142017,567472.877650277
0.6,194.30389550321885,617744.6767343655
0.6,244.18851937781307,551879.0137061994
0.6,261.1914239680544,541845.6520470425
0.6,190.9453987311371,629304.0448090713
0.6,241.5407096859581,553987.8818849786
0.6,255.72495681528983,544511.5739693826
0.6,234.2779639184751,560726.0482742538
0.6,258.58519305540534,543048.9514697796
0.6,233.08344989441423,562145.9775599139
0.6,217.2897235613647,579815.8682355183
0.6,240.52638205636762,554861.8393998778
0.6,260.3566773161425,542287.3633893796
0.6,215.7965641120441,581889.9227601123
0.6,229.41636365611504,565398.6877915459
0.6,230.0389124732742,565063.4375291527
0.6,224.8723186971709,570155.3389748463
0.6,233.7980971027646,561250.9321120414
0.6,255.9037433065441,544330.2486815995
0.6,223.46867646154797,572309.8588623372
0.6,226.81511760442535,568327.498091062
0.6,212.89571708210147,585807.1482858098
0.6,231.80383881419874,563150.5537604804
0.6,225.81498229841165,569266.7669659005
0.6,215.82899439935892,581515.6183109973
0.6,236.28736312728876,559138.025262442
0.6,251.98735589665785,546291.6480335185
0.6,266.5501253967479,539340.3577941281
0.6,227.351269640938,568031.9063498876
0.6,236.00368495797792,559141.8994494175
0.6,260.8310515982948,541967.3093598187
0.6,250.96738110004554,546884.0246471132
0.6,232.14204050899596,563023.3016665347
0.6,236.69820201719585,558855.7752057239
0.6,197.78538909642558,609614.5002515985
0.6,224.2599001642116,571062.1055812385
0.6,214.23810521761166,583894.8167064544
0.6,223.76599854777382,571656.0310657908
0.6,245.95564378764234,550175.6752524666
0.6,209.44502104995868,591065.2566243168
0.6,197.3083590784086,609837.5850289426
0.6,266.47907841211367,539509.6786132827
0.6,259.95446608257106,542510.4906773812
0.6,212.73514961403362,585816.4331047579
0.6,263.7885296109854,540600.2274020421
0.6,227.42153085523753,567986.7447743984
0.6,214.05130526352164,584470.8332916899
0.6,236.98643309587487,558398.7183301492
0.6,216.8374535992006,580233.0432950859
0.6,272.2097293869008,537269.4283622449
0.6,212.54326326382386,585997.1894828859
0.6,193.07033319283875,620930.5274137718
0.6,236.87673906363938,558454.284360385
0.6,240.09863908938388,555130.6491185222
0.6,205.32950781553282,595600.3905596384
0.6,187.28646676658698,641755.2947694999
0.6,259.7394924708336,542597.6529485752
0.6,207.1468907102395,593065.9878828959
0.6,201.0283718411592,602497.3476705194
0.6,214.33016646826334,583734.5902360135
0.6,266.021536487862,539581.6486103234
0.6,220.6437746236148,575441.1484014746
0.6,268.8922822214182,538192.8567883791
0.6,224.82654428126477,570327.7763415079
0.6,214.79399077586658,583452.388566081
0.6,201.1803658191361,602360.875377725
0.6,213.0285332949105,585657.3746284742
0.6,190.14303927675996,630852.2109456281
0.6,212.32055341177337,586459.9792357855
0.6,203.01855397002592,599219.6522722925
0.6,209.46945605093308,590816.0363248443
0.6,264.3565065009853,540334.4450531937
0.6,220.10733140285313,576554.0279637566
0.6,242.66417266907442,553037.8729693501
0.6,219.99474499980303,576701.7025232606
0.6,210.949783904602,588551.5388444235
0.6,243.21075594321326,552777.6533956641
0.6,224.45545906776061,571023.1392301824
0.6,243.74910754185166,552437.6032047619
0.6,209.02411659441015,591281.9727102873
0.6,198.45597872743465,607672.5422914831
0.6,239.26119172007765,556154.3870586654
0.6,247.1853558639593,549339.9230528041
0.6,241.09365464740316,554342.2127780276
0.6,202.97962485302816,599351.0498581848
0.6,193.07215182206716,620893.8575513167
0.6,200.8981903908509,602706.641311455
0.6,234.11913006860362,560968.6552078781
0.6,232.1816300860015,562754.6963975276
0.6,234.20639264765276,560754.7412958727
0.6,237.14704250274937,558230.6144656544
0.6,225.46895992961893,569584.3329741926
0.6,241.80052474858823,553731.2990767796
0.6,224.52287410812025,570740.178234459
0.6,230.46226564439462,564462.9372504582
0.6,220.16276307534673,576364.8207885285
0.6,243.87283526265585,552258.5005366864
0.6,233.80704139723122,561126.4360610568
0.6,240.02636391685132,555221.2953195801
0.6,252.60908918293146,546056.662033641
0.6,238.58804702717734,556935.0782068991
0.6,236.708302552661,558545.6853596044
0.6,240.5461052771337,554847.2208667123
0.6,252.0942719144969,546149.5828828181
0.6,189.41466408443685,631743.5969643504
0.6,213.88610770477908,584639.66239483
0.6,253.53531594962035,545528.6402629036
0.6,212.4639333550284,586266.8055999097
0.6,225.56889296152713,569574.1668071027
0.6,191.36452505976953,626189.4128656585
0.6,220.22921746104535,576097.5788270342
0.6,223.2385643643805,572413.9820025709
0.6,233.99670566912178,561065.3739840474
0.6,213.8609360943921,584661.2314174997
0.6,232.28514448659095,562626.1246842099
0.6,259.9955162435588,542412.7162745021
0.6,241.84188438492276,553656.4188166033
0.6,262.6150139542353,541102.0401019203
0.6,212.60810911226764,585953.2048092079
0.6,218.8325571208923,577901.7754777615
0.6,226.549791745787,568722.6575918642
0.6,242.6290915745526,553142.3555996445
0.6,238.61905147522202,556767.9937228546
0.6,218.72650400325668,578049.3044216889
0.6,252.66203404191376,546029.3853703904
0.6,223.86430829283333,571441.8789560912
0.6,210.3214056712254,588892.545377057
0.6,209.88254078663718,589683.758324695
0.6,242.0566809569027,553627.948138891
0.6,260.9956367585072,541916.4660891462
0.6,222.99854909127265,572548.5615471562
0.6,221.82478104037045,573636.3650179787
0.6,255.75473008646298,544419.474266815
0.6,232.71584055038343,562255.4749287
0.6,190.16890377351532,630564.224955848
0.6,247.07044548942312,549419.0883374277
0.6,244.05138371102313,551956.0643005816
0.6,238.9504821677027,556590.1450250726
0.6,233.48672772102879,561258.8557255855
0.6,223.03425364538512,572542.9914634464
0.6,226.51538421433625,568826.1189990913
0.6,221.80609707562886,573845.7582141489
0.6,241.37911951417,554154.6619281392
0.6,252.8945632728323,545994.5947207039
0.6,252.19395137307623,546120.1551646998
0.6,195.26539078275994,615010.0815441177
0.6,242.95041090037842,552824.6518654851
0.6,213.58447428048413,584688.3798278476
0.6,253.42221450943975,545647.1432700104
0.6,221.71204538787438,573890.0988506537
0.6,193.92390797318166,619387.9564342937
0.6,235.82232917187744,559279.5651190198
0.6,237.96422186582055,557270.6677210727
0.6,225.28219148526634,569657.7035248291
0.6,249.08326324840687,548296.1882738676
0.6,189.40703339069015,631955.5265442812
0.6,223.21874421477617,572423.4492091463
0.6,231.5085754031821,563562.295194935
0.6,221.58799671362374,574216.2776365583
0.6,232.62958120525818,562394.7922272887
0.6,259.648805253283,542612.9956223997
0.6,223.99843001167528,571239.7320694397
0.6,242.11005114145783,553580.0618820098
0.6,193.26565583215998,620503.5644264228
0.6,243.99785206000027,552141.9538646275
0.6,216.71111838080313,580671.1552482208
0.6,230.8003419795594,564363.6268908929
0.6,216.7630371489186,580375.2618578363
0.6,200.91403239877593,602508.2612897241
0.6,212.4407326010388,586293.466829349
0.6,232.5029473320668,562535.853846854
0.6,223.9676465532391,571379.1963143849
0.6,224.52207036898085,570927.2524975396
0.6,243.04606624061694,552800.5665464976
0.6,238.0026604141418,557212.4954002835
0.6,237.11852703398665,558255.6378239588
0.6,241.4301375560775,554120.6497599817
0.6,201.44963318226075,602201.2401898836
0.6,198.41649990494562,607862.6320448177
0.6,214.8971540687379,583375.905043025
0.6,216.71244976543724,580449.2435348434
0.6,235.9266187956213,559208.9744783416
0.6,206.5539052697177,594300.4427966407
0.6,219.63530327214045,577168.0991890458
0.6,232.4619591298183,562556.9718632698
0.6,191.20614489711085,626270.2521626218
0.6,225.25186173078882,569699.8607662625
0.6,235.72241243432302,559341.836187548
0.6,260.69942163755303,542065.5416533381
0.6,245.98882158519874,550107.1950899244
0.6,209.49441702721862,590585.6049806612
0.6,195.2446599483119,615021.0186590386
0.6,219.5566049321338,577190.8234378998
0.6,248.9827224613942,548358.1925042073
0.6,201.32751020447236,602236.50321818
0.6,232.8749598132068,562215.8624328504
0.6,242.4628076954628,553203.2549175912
0.6,260.69652081152776,542153.0616305433
0.6,261.85387751220344,541492.8793027229
0.6,217.20390935810858,579837.7766894987
0.6,223.81942080602852,571604.4773672528
0.6,243.79098128206877,552318.2032384848
0.6,228.6869988054232,566440.1585511237
0.6,232.9266270173878,562172.2126607336
0.6,238.90241239878398,556634.1118948663
0.6,236.7068985906197,558671.0556196237
0.6,228.55077767109069,566548.4421227183
0.6,260.5089198248741,542170.848489115
0.6,259.4826300855751,542658.6663569221
0.6,230.02649151072166,565064.2883048321
0.6,242.9169732190873,553033.1877854883
0.6,229.4077419222794,565407.9032579935
0.6,239.00824861846712,556369.5401984304
0.6,227.71780402606544,567447.234001756
0.6,203.79611265422787,598327.2890130477
0.6,261.0848447316571,541873.7692676028
0.6,191.47274762805162,626027.2253933765
0.6,267.9213808691573,538769.7429908358
0.6,201.21695860932465,602260.8911915855
0.6,236.34737805183823,558978.1338759202
0.6,239.19361941720769,556318.6478081435
0.6,260.4901100002402,542221.1320261497
0.6,267.83513870350447,538836.1287683332
0.6,224.18907234767818,571206.6175367564
0.6,228.5445915684122,566769.0975324676
0.6,267.1956622059459,539148.1870507603
0.6,214.91782667202372,583242.644834777
0.6,221.92736960965655,573594.0322580923
0.6,241.21077622059894,554244.0593978704
0.6,191.37797009788312,626060.2317316788
0.6,239.65092616587006,555721.8638153682
0.6,224.74288773303664,570464.9781258234
0.6,224.6114405109932,570606.3923272073
0.6,208.46185782475018,592317.2622969027
0.6,212.22774031577765,586498.3082018958
0.6,231.4174718919719,563596.7374287893
0.6,209.44583225419206,590988.5651573777
0.6,252.97434902030315,545946.9836498705
0.6,218.82024695109519,577924.1859607145
0.6,239.02000787095938,556360.5509650579
0.6,228.62591290927347,566547.969862461
0.6,238.79207451918214,556720.1995948814
0.6,263.90854579519925,540599.8136981362
0.6,259.4475490772808,542685.8970083563
0.6,220.5614187998594,575487.4716015845
0.6,224.14229993441788,571219.2957809155
0.6,230.61823298722055,564390.4227124716
0.6,230.61153641193067,564396.2614687661
0.6,275.26336399892193,536303.2971981881
0.6,238.76582789107854,556741.3951388262
0.6,224.70928639090204,570471.559050208
0.6,220.13838563294235,576415.4753664567
0.6,253.5169502600235,545610.6523889571
0.6,247.94160991212937,548829.1847272783
0.6,232.26846649378345,562736.9123635051
0.6,228.73682255783507,566353.3301878027
0.6,222.01696496856673,573573.5952429506
0.6,224.6334452126091,570588.5556417721
0.6,221.64194181858593,574030.7299320246
0.6,209.51836280981152,590527.4220206295
0.6,228.76321009800773,566278.5406373397
0.6,221.6238495121527,574035.0783223407
0.6,244.04646736666822,552099.9949088227
0.6,242.91918488151504,553031.4625099837
0.6,239.1972987017673,556273.7331472159
0.6,234.06775096894174,561026.5306679512
0.6,232.66338851754537,562357.0294593307
0.6,241.2100851438494,554244.650320296
0.6,201.58468297184788,602186.2744277534
0.6,208.39925856905035,592329.7320093411
0.6,269.8629172253377,537869.5969940939
0.6,265.97252339586356,539604.6891781233
0.6,236.33186349995344,559026.6888919247
0.6,191.7009005518512,625270.5618417353
0.6,267.2355584739645,539062.3890361285
0.6,262.5987602791696,541137.3630688568
0.9,191.79999528005655,523054.74578067235
0.9,181.7972069762814,537945.744719387
0.9,183.64948597418112,530339.9570311836
0.9,181.42481450617518,539269.0308803229
0.9,191.84446932873416,523032.60759187664
0.9,195.30550156393878,521864.74500469846
0.9,181.94141630655298,537636.7778292489
0.9,197.46427512723557,521348.63604374987
0.9,183.360719296033,530690.7602337269
0.9,192.97455572716873,522625.0212337293
0.9,193.2212764961878,522534.3549866363
0.9,181.95072224148123,537607.948095361
0.9,193.00278135031786,522601.3640826029
0.9,195.4365244211235,521842.08096632315
0.9,198.08952283249246,521220.54130974144
0.9,183.70347087165345,530172.3848760163
0.9,182.63811532909634,532263.6155499681
0.9,181.753304787889,537979.0834537437
0.9,181.43009244192598,538877.2362981124
0.9,193.20220464170376,522568.248270495
0.9,199.6324587104594,520913.91504248173
0.9,189.52835994531554,524059.6214997772
0.9,198.94199453844024,521027.5281482098
0.9,182.67467738509973,532197.0765301154
0.9,195.145670291489,521908.75346398953
0.9,185.95279510124203,527245.3178116592
0.9,192.01479333515493,522891.9808008217
0.9,191.85366531618575,522930.86835228646
0.9,202.15131777255553,520322.2595024169
0.9,185.9266649503294,527386.929206403
0.9,185.82062063392593,527471.0758800211
0.9,197.8167821270888,521255.4821310109
0.9,184.3362530338424,529107.9809752576
0.9,183.67168862889906,530321.2357367562
0.9,181.86519703302565,537679.2526456835
0.9,197.41980708892228,521370.7277592222
0.9,194.02963219511656,522100.85216735105
0.9,193.19883013006438,522573.7075010516
0.9,195.88902821040705,521747.14723365346
0.9,187.47229271167453,525911.6552628225
0.9,188.7964687129605,524779.1037478959
0.9,184.35136606291502,529104.1014273693
0.9,196.4416607969131,521476.3515680283
0.9,191.1253727242117,523282.2188281971
0.9,193.27564372126383,522408.0795757577
0.9,187.42106531518976,525912.2559981646
0.9,190.20513414946987,523623.3096676852
0.9,187.79776549642628,525577.1672754103
0.9,191.1441106706087,523272.46373990923
0.9,184.32460622241305,529179.2703513218
0.9,182.79014415070284,531865.7151690419
0.9,185.1229129220839,528180.6105473083
0.9,195.75381899672766,521774.9031825288
0.9,193.11830507113746,522594.3028516309
0.9,182.4901418346028,532628.1373657903
0.9,195.91194294135772,521687.93523443537
0.9,200.19480761421562,520740.7770157823
0.9,181.7972534789815,537918.7921821529
0.9,187.51821718350965,525871.2677461097
0.9,188.63345925040227,524779.338817711
0.9,185.97389108878568,527213.639247052
0.9,198.46338065442012,521147.36811967567
0.9,185.93355578716472,527369.5810136636
0.9,193.66872083703026,522328.69314631855
0.9,182.8547093660578,531739.4196944598
0.9,193.67395709515336,522269.2298122932
0.9,182.16799539548794,533967.4203089823
0.9,196.29399199187932,521564.6512641536
0.9,183.05449476244047,531022.8812674171
0.9,188.95617649444057,524630.9655967876
0.9,195.90767403332615,521699.244319233
0.9,193.95347423192945,522130.9243298672
0.9,200.21631196704328,520740.1489939232
0.9,189.80085690079716,523820.4659081383
0.9,198.49563816116716,521110.91770005634
0.9,186.21703428868906,527048.5493134675
0.9,193.20491289030204,522555.96196039405
0.9,209.36627230884832,519577.14853399433
0.9,182.9604649705233,531176.0634778048
0.9,189.67959709156062,523984.18213522783
0.9,186.21058114658067,527051.2889415338
0.9,184.24464567601774,529205.8156743543
0.9,189.30654224200327,524209.25576337107
0.9,188.38421209851967,525037.6445373159
0.9,181.50152857176803,538726.1588644086
0.9,196.84922550630117,521430.2400973797
0.9,193.9528369518906,522130.98092124943
0.9,205.84778120255103,519864.555000045
0.9,192.61914864979414,522643.356483549
0.9,214.83011396075005,519229.08860058506
0.9,184.49836961135665,529005.0560159324
0.9,199.9426111355023,520747.9885308378
0.9,187.8711821918744,525353.1013796323
0.9,191.80473505179881,523048.66900464566
0.9,205.9496016594717,519861.851385525
0.9,182.78466542984967,532040.54358568
0.9,191.24866695719095,523144.66091478633
0.9,213.17429294283048,519316.8416043052
0.9,199.88910092683224,520884.00718943507
0.9,186.71522397639268,526574.6012412286
0.9,196.36077544981683,521538.1490292328
0.9,186.39784214573558,526906.2626599981
0.9,202.6840605514076,520177.97906999825
0.9,187.07884585540918,526147.3254353772
0.9,197.8196734858314,521251.79256664694
0.9,192.09218914247072,522840.2777751719
0.9,214.84712968629702,519209.5043430736
0.9,192.06400267227997,522889.5604332858
0.9,209.40445740526934,519570.10881430935
0.9,191.77430537682713,523068.5913958718
0.9,186.65100419433892,526586.6769100525
0.9,188.44796477774898,524983.3838736283
0.9,181.60313754148515,537990.7158748008
0.9,185.77446227787954,527577.5826255227
0.9,186.98296923559678,526397.0642566443
0.9,186.23055069378856,526938.1012488734
0.9,194.35350634164536,522058.3019948103
0.9,189.1120295566107,524508.3390489137
0.9,182.30507823272265,532770.7486179285
0.9,198.0211289078568,521230.56470825244
0.9,193.55258633167233,522343.74988887354
0.9,185.77085768603217,527615.2945877429
0.9,185.49197074782336,527723.7892696306
0.9,183.60293518054445,530362.4615910964
0.9,187.6405815421155,525710.7716401443
0.9,202.92319955576684,520100.91219765204
0.9,190.20889105563296,523620.27682658564
0.9,188.33703332222606,525199.5665567187
0.9,188.10162931656578,525302.6120851787
0.9,210.36832500923248,519513.10069511237
0.9,183.95899509437314,529638.213239768
0.9,194.93344127120457,521953.0445822025
0.9,195.60040067104458,521822.88936874195
0.9,187.09190603193528,526047.5877408936
0.9,192.279010248217,522755.03869280615
0.9,194.2452001175474,522075.66104586696
0.9,187.77502328225398,525681.3547723631
0.9,190.62536733031757,523377.1665401531
0.9,188.33249039087625,525200.5589055852
0.9,209.1608103881509,519602.5451032503
0.9,193.69727689037512,522225.8290679399
0.9,196.25653953836184,521624.48975873605
0.9,202.56270685289974,520239.2479081689
0.9,189.70681549076846,523969.0885141657
0.9,205.9716342431384,519821.36596350244
0.9,198.6637665162537,521049.73544820945
0.9,185.43416838135684,527890.0390107019
0.9,203.18065529403336,520042.213789867
0.9,209.61624232645752,519544.86678081274
0.9,190.1885840137904,523719.22996509325
0.9,194.3522513253065,522059.6362623075
0.9,188.47882891553033,524892.2128436952
0.9,189.04402897510832,524619.8292208519
0.9,201.98997610100795,520354.1633526995
0.9,188.2430279170426,525243.4502328751
0.9,182.0962775083575,534050.3463322027
0.9,184.99289886941446,528363.3331620173
0.9,189.77615696174766,523839.3911896161
0.9,182.4881533744736,532632.7854469332
0.9,183.96989085487235,529484.5925500651
0.9,187.98469362181703,525307.0822004942
0.9,181.96337821578538,537527.3467766916
0.9,205.2347271536591,519928.13049443084
0.9,203.33208417397282,520025.82214492554
0.9,189.11160554617032,524508.9617243656
0.9,209.42205578590452,519555.5826970127
0.9,199.17219368424702,521005.58254975284
0.9,186.77208228400767,526442.5408242504
0.9,184.05460518548162,529439.2995232542
0.9,182.1870880119035,532824.8773061899
0.9,189.27796317496896,524233.9317931285
0.9,187.57166214075127,525829.0241474812
0.9,202.44701869244923,520267.26730470586
0.9,210.38761367648067,519510.93711220025
0.9,208.43643595884058,519613.7796381669
0.9,209.17268547545385,519601.2685892512
0.9,199.63544123591126,520910.90512230457
0.9,199.37402462584137,520967.16319210606
0.9,196.28669102312026,521621.49680715695
0.9,190.4630567027754,523478.0469156015
0.9,216.6813343220095,519124.3465883544
0.9,193.18927497335451,522577.5620765514
0.9,190.01171580311873,523771.99386663275
0.9,185.81524452724992,527473.5273250948
0.9,189.14083165030107,524500.0644703829
0.9,181.80935716464174,537840.0601551835
0.9,185.27422344215535,527980.2479214864
0.9,186.02744893604626,527129.6297004195
0.9,181.76934770054714,537970.6590935842
0.9,198.44474830565647,521148.75655485905
0.9,184.4240494725303,529020.0331751815
0.9,188.8961901634045,524645.9200512393
0.9,212.27742795378154,519356.87702202983
0.9,185.02129184300605,528220.1568642851
0.9,205.70299049467522,519870.62505400483
0.9,191.25774727504557,523139.928745897
0.9,214.57422296651515,519239.779512352
0.9,183.30000052532534,530853.0691329015
0.9,196.97076434132657,521416.7526974567
0.9,201.90963307451315,520372.2658859695
0.9,202.32456044956973,520285.0359993068
0.9,186.9873456614211,526254.1256487619
0.9,182.81392536536663,531861.8610104565
0.9,196.38632162593981,521494.8644046798
0.9,187.63588873948106,525715.1420268769
0.9,202.46210268103516,520253.5467018121
0.9,217.3681306639931,519065.27283950214
0.9,199.20567922106414,520998.8218509963
0.9,206.0697187351146,519786.9956049735
0.9,216.6269345075089,519140.3349530867
0.9,202.57457710183235,520234.4627389575
0.9,202.2565779841976,520316.3400553153
0.9,183.48941173744663,530373.0743838737
0.9,189.86238560750607,523811.9785731252
0.9,208.43703735589165,519613.72817426606
0.9,210.38918660246156,519509.3216049067
0.9,211.64543490186665,519420.94534907624
0.9,190.34051979651295,523496.92990965606
0.9,199.33781642177917,520974.8394533452
0.9,206.9371016483185,519700.74812330364
0.9,206.74637768335486,519735.0015399788
0.9,212.79361947397643,519333.825821514
0.9,192.4388135326209,522718.2846861206
0.9,205.35706704195715,519879.1846079364
0.9,200.32047211010052,520737.2941983689
0.9,197.34709287918736,521371.3452136292
0.9,216.6815625504333,519107.85452963284
0.9,211.6064029579395,519456.23011776153
0.9,185.64561903799822,527634.3728245074
0.9,197.30347329346876,521376.5414907551
0.9,193.72829743612857,522141.9831320002
0.9,185.9220014313508,527392.856976293
0.9,215.1417541885263,519167.76467587147
0.9,213.62386571801454,519300.01961387834
0.9,184.35515590710241,529049.4696841931
0.9,183.73025722984394,529970.4285555211
0.9,186.53218490270535,526719.9718286024
0.9,196.96184517522877,521423.1266231064
0.9,185.59728016176402,527641.6564622908
0.9,191.30593216519944,523077.7082910017
0.9,202.64455299447005,520186.1034415172
0.9,182.37406453067808,532641.3496377007
0.9,184.53852962009665,528785.5249768025
0.9,199.04782776126117,521009.1433933251
0.9,187.8431978489398,525523.0892370022
0.9,182.49354624268776,532313.0201025186
0.9,212.0956976098612,519404.0259215757
0.9,187.31473746159585,525956.3566266433
0.9,195.91222221623366,521687.6806067546
0.9,194.9655824717485,521909.6356530166
0.9,196.1166867436583,521646.8620957593
0.9,216.2882119969255,519147.6805914671
0.9,183.72742827359102,530124.773571715
0.9,185.19257379560491,528161.4892489021
0.9,214.81254345012383,519230.4858562559
0.9,213.66265822494614,519265.33893973153
0.9,197.09924299058758,521391.61583969695
0.9,211.70517619739468,519415.41288704413
0.9,186.5440956828353,526591.5290223105
0.9,210.98300967644946,519477.48329861613
0.9,206.4615314201467,519763.4221809803
0.9,194.65436848283093,522000.8780551983
0.9,212.1341050703957,519359.31590025744
0.9,189.65469055606516,524031.46812193526
0.9,200.93049487199974,520535.1814452562
0.9,185.28531501874437,527930.0988206036
0.9,183.4062410154771,530664.9247250161
0.9,189.14101493961218,524446.4127616446
0.9,202.79393651440952,520152.8178524354
0.9,184.121414891761,529311.0686350006
0.9,183.84118422203485,529715.9628141
0.9,206.90127709433324,519723.766966918
0.9,213.22619271712446,519312.97574330727
0.9,196.16144963627806,521643.77824197954
0.9,215.9059371297282,519155.3104865593
0.9,182.95952958232203,531176.7337455311
0.9,196.98596227891662,521395.42561299744
0.9,209.28397887068968,519579.9945783711
0.9,181.97726325961864,537479.4712105531
0.9,186.2097389588614,527069.7861705783
0.9,213.2513017467662,519309.9681762619
0.9,185.2141329677926,528086.9005302174
0.9,210.22507250556782,519532.3079403134
0.9,189.65469928767212,523984.20722951123
0.9,206.5293273891078,519751.894725195
0.9,182.0104109146031,535793.7780731217
0.9,209.4755984160455,519547.6273754549
0.9,208.13354371177547,519617.9833650355
0.9,201.8392337108874,520408.1872830853
0.9,190.93938544826239,523342.1896885997
0.9,182.4908165678593,532356.1354758255
0.9,185.47959973768252,527791.4034443165
0.9,203.462919418612,519991.3190152022
0.9,198.69548372394001,521030.0175532663
0.9,182.6929935845639,532060.1239459501
0.9,190.5301861384633,523476.89692948887
0.9,198.22485277486334,521150.5817139051
0.9,188.25074649998476,525226.9862850283
0.9,193.7037910202916,522175.8993505218
0.9,212.45849770773088,519346.90658612386
0.9,210.9943787400506,519468.5262501269
0.9,183.4181641199326,530466.015225036
0.9,206.65615571246846,519750.1633950915
0.9,214.88220524955227,519201.5397576525
0.9,201.74477684089817,520441.1238278791
0.9,217.4545987317913,519028.82064132247
0.9,186.209527303488,527070.6429814479
0.9,184.6085207760865,528743.5189342793
0.9,202.5817772846475,520188.9723577269
0.9,210.41545788451705,519486.79093256674
0.9,190.27214207161734,523571.9820985949
0.9,211.92399114289708,519413.79415222176
0.9,195.66840990837642,521799.33404503565
0.9,184.7132544940567,528664.9004273923
0.9,184.78194772128003,528411.9779590566
0.9,183.24269147872923,530898.2535164307
0.9,194.57314953191016,522016.4603835088
0.9,194.78830591831348,521960.02642621513
0.9,193.99697226862847,522107.26096434577
0.9,185.98136410166336,527130.9022379857
0.9,212.6561734759683,519342.05360713066
0.9,211.660323888871,519416.5221302227
0.9,205.00457552536463,519939.62243801646
0.9,204.00778186606811,519959.4451025062
0.9,183.22080323733073,530921.0300436686
0.9,183.30565024319634,530793.7726490258
0.9,203.00244773468052,520093.7454850507
0.9,196.62078696277666,521442.43059678446
0.9,201.10840350596266,520475.5516051523
0.9,213.90485460300243,519255.823125165
0.9,186.3248373083339,526921.8345956991
0.9,213.50038035956823,519303.30821689934
0.9,206.3298300473092,519773.7066049151
0.9,200.40301085351365,520619.9202423893
0.9,197.51552333033266,521275.88468013896
0.9,186.41857513019477,526741.6789967248
0.9,215.25032138924905,519162.11584592465
