alpha,makespan,labor_cost
0.6,187.9424626230597,638782.7642406066
0.6,220.84566206821643,575363.5833295974
0.6,190.03229624657504,630862.7783418269
0.6,233.10257053313194,561857.1052066961
0.6,189.70992958310316,631068.5703958384
0.6,244.21967277803384,551625.3517982177
0.6,238.44356629975462,556978.2209449662
0.6,219.74036188369737,577057.4409395686
0.6,242.12513140846676,553338.8945196259
0.6,209.17512329225056,591160.5198275335
0.6,254.2804007892477,545148.502529471
0.6,235.07764385515702,560063.9252129028
0.6,201.73110731209846,601649.9055414643
0.6,267.0939709383967,539188.472594212
0.6,226.58564344771122,568500.3737440875
0.6,225.85316671916348,569116.5798094198
0.6,201.6099660575203,602157.4486906596
0.6,243.23695755967304,552578.8554959523
0.6,239.6579077086286,555715.2530050164
0.6,203.2076694871822,599164.7828249512
0.6,209.8898235251318,589431.7898333649
