beta,makespan,labor_cost
0.3,219.1455547084306,551947.3981020346
0.3,201.17162960320505,592721.4364840654
0.3,228.5377349827871,544508.08693801
0.3,208.9546625821488,564168.9071354084
0.3,198.73947118895376,603791.7336093675
0.3,203.1475018220912,584632.7947265685
0.3,221.92741232873732,548881.4192807642
0.3,198.01207286137534,607799.531454649
0.3,203.44264007936707,583234.5403160475
0.3,203.68764437477236,582054.6931915642
0.3,212.38727788554812,558605.3912066026
0.3,227.5075084804024,545506.7285248437
0.3,207.16357815090888,569409.412441846
0.3,203.179780806481,584326.3108493751
0.3,202.16848708042957,588686.5038077527
0.3,204.3051107948536,579782.0114140289
0.3,205.94483306670952,574011.4074413375
0.3,199.07895607828348,602090.6884878972
0.3,202.66936468093485,586489.0987490704
0.3,203.7844760995039,581904.9680236086
0.3,202.22631419425196,588140.1222651701
0.3,222.70313990096068,548650.0848002383
0.3,203.33903546928053,583713.2511049367
0.3,208.655891996151,565075.5846707635
0.3,223.96310498557008,547729.4145235782
0.3,195.7628459953011,621437.3555735425
0.3,220.19505679014492,550793.1074388793
0.3,208.7502868254213,564606.5330680727
0.3,226.24328802675905,546393.030754927
0.3,219.18607845409156,551862.5146707274
0.3,201.725525972494,590497.09170238
0.3,200.84905466675312,594036.3591258947
0.3,225.7537856565627,546598.2567232671
0.3,195.38562343892272,625582.8003455468
0.3,198.13866631476083,607541.6251195244
0.3,208.22058083063897,566277.9457949402
0.3,204.00528123306808,581006.3223141064
0.3,195.5264601145085,623343.7376839314
0.3,205.55879270557978,575315.7356510714
0.3,205.8960248678161,574359.1707521172
0.3,200.0348861121321,597713.5699466956
0.3,196.60432947542796,615761.0814437774
0.3,227.87944449902523,545182.3609847138
0.3,203.62683110330372,582523.3123369607
0.3,199.93693104345755,598377.2820743439
0.3,199.30967749473567,600835.199347226
0.3,208.66494055421205,564755.9793611618
0.3,196.609001857598,615580.9693522579
0.3,198.0265333445143,607616.2002212291
0.3,203.4306392857822,583349.2736845679
0.3,203.15779173963298,584447.3325597909
0.3,198.65073831910905,604553.629811411
0.3,208.1017922326717,566330.3846710179
0.3,212.5443851422859,558274.3529944748
