beta,makespan,labor_cost,total_cost
0.6,257.43127124956715,522321.7004769641,522321.7004769641
0.6,265.867748124156,515341.5272401268,515341.5272401268
0.6,235.69166310182868,547045.7518026726,547045.7518026726
0.6,253.18196611118736,526507.8965913254,526507.8965913254
0.6,293.4825408463715,503963.3514138766,503963.3514138766
0.6,225.349160766594,564272.336408678,564272.336408678
0.6,250.45096139845222,529735.3233902348,529735.3233902348
0.6,248.85253722992923,531495.3988481499,531495.3988481499
0.6,289.6324021640329,504893.5959268473,504893.5959268473
0.6,232.11419930918353,551649.9296244399,551649.9296244399
0.6,248.1106060179617,532310.9728947544,532310.9728947544
0.6,232.35556296029708,551618.4885405704,551618.4885405704
0.6,283.19935008035907,506566.8750901742,506566.8750901742
0.6,237.21912086460821,545051.8266683061,545051.8266683061
0.6,224.08216840343988,568787.6332693095,568787.6332693095
0.6,224.29661757263656,566650.5669737286,566650.5669737286
0.6,229.75343006565305,555105.6883572731,555105.6883572731
0.6,287.43100086194346,505582.23503082007,505582.23503082007
0.6,294.987148846286,503694.01678382745,503694.01678382745
0.6,240.75393550481866,540326.7929039265,540326.7929039265
0.6,245.7080598184209,534694.180250083,534694.180250083
0.6,259.29031069778114,520248.9237410621,520248.9237410621
0.6,249.5841858491358,530328.5457101085,530328.5457101085
0.6,225.34118316024333,564278.9596433382,564278.9596433382
0.6,282.3765573056398,506900.28333088954,506900.28333088954
0.6,259.78004664182447,519870.97493279807,519870.97493279807
0.6,283.13349785562707,506683.297995214,506683.297995214
0.6,278.115282537196,508367.74318597384,508367.74318597384
0.6,253.46098942321308,526123.8983527259,526123.8983527259
0.6,257.99920800386445,521450.15646019916,521450.15646019916
0.6,237.39421678357465,545029.1275386475,545029.1275386475
0.6,278.13291258038396,508317.9683253519,508317.9683253519
0.6,244.7686188256641,535641.6221080939,535641.6221080939
0.6,237.73025101368094,544547.3064941792,544547.3064941792
0.6,225.85561510285473,562983.9958692666,562983.9958692666
0.6,242.96278387514775,537577.8727941506,537577.8727941506
0.6,234.83693811639068,548061.4143721692,548061.4143721692
0.6,230.53576031845535,554091.5175453867,554091.5175453867
0.6,250.59049452440755,529373.4899228023,529373.4899228023
0.6,234.48872788904941,548615.8935178838,548615.8935178838
0.6,237.92844210414614,544003.4554325673,544003.4554325673
0.6,248.333108292408,531810.9151575284,531810.9151575284
0.6,261.92656471667203,517956.1421947526,517956.1421947526
0.6,278.13085809202084,508326.5506643611,508326.5506643611
0.6,236.6314831150554,545894.3599128441,545894.3599128441
0.6,257.93217163852984,521649.93684124923,521649.93684124923
0.6,242.0917504981542,538739.7119481511,538739.7119481511
0.6,266.5374114290067,514664.4930241464,514664.4930241464
0.6,271.09801793597484,512158.9717564694,512158.9717564694
0.6,290.37647881080676,504715.5149129084,504715.5149129084
0.6,231.17984321738516,553150.6639980914,553150.6639980914
0.6,252.96996402319138,526781.451582997,526781.451582997
0.6,236.86865366400494,545560.0318811315,545560.0318811315
0.6,271.6508842667027,511792.31687715754,511792.31687715754
0.6,236.86379294335708,545648.0509673526,545648.0509673526
0.6,227.79930496804934,559133.7882162314,559133.7882162314
0.6,238.26185505851214,543980.5293562508,543980.5293562508
0.6,247.14234617303794,533059.9874817762,533059.9874817762
0.6,251.68250508077176,528063.9675060939,528063.9675060939
0.6,292.54073761821184,504204.9692028074,504204.9692028074
0.6,261.281507445074,518478.40688195126,518478.40688195126
0.6,252.8651226240533,526904.1690233463,526904.1690233463
0.6,226.26847152640744,562350.4037060023,562350.4037060023
0.6,224.97487468069446,565372.0674290535,565372.0674290535
0.6,231.8859630798015,551852.0029841808,551852.0029841808
0.6,257.7599272340698,521835.4909472937,521835.4909472937
0.6,290.6543338399274,504709.6433668543,504709.6433668543
0.6,263.9655968876731,516769.93079448736,516769.93079448736
0.6,264.25752727619266,516477.74971727945,516477.74971727945
0.6,253.79416843152276,526008.33927821,526008.33927821
0.6,234.21952164251257,548930.1863991607,548930.1863991607
0.6,254.42476872908333,525267.276503109,525267.276503109
0.6,228.6979999534021,557000.6762152447,557000.6762152447
0.6,259.8533745211971,519722.9932303296,519722.9932303296
0.6,286.578687157959,505701.027844297,505701.027844297
0.6,267.470366294313,514057.0197971661,514057.0197971661
0.6,250.50672395765633,529488.3680466587,529488.3680466587
0.6,278.97897457922113,507959.9204049032,507959.9204049032
0.6,281.81994416277183,507021.880685959,507021.880685959
0.6,288.6842985931828,505208.7241314505,505208.7241314505
0.6,238.84575953502863,542926.5897748168,542926.5897748168
0.6,244.36847886372485,536166.6342011159,536166.6342011159
0.6,227.12132431287483,560049.603573667,560049.603573667
0.6,293.0427764767118,504129.87977385614,504129.87977385614
0.6,253.18196611118736,526507.8965913254,526507.8965913254
0.6,285.56339909799686,505823.45141155063,505823.45141155063
0.6,235.05059640089326,547708.5879934642,547708.5879934642
0.6,284.7363994407527,506192.6628696095,506192.6628696095
0.6,239.9407601038468,541491.9795136292,541491.9795136292
0.6,239.59565162161988,542038.8579645916,542038.8579645916
0.6,242.75400232758668,538186.652923812,538186.652923812
0.6,228.38413370124238,557236.9296460313,557236.9296460313
0.6,258.050976366929,521435.0542814858,521435.0542814858
0.6,256.44772554154883,523110.07633202267,523110.07633202267
0.6,276.2143903171762,509215.6793906718,509215.6793906718
0.6,279.560833177021,507773.7798477429,507773.7798477429
0.6,292.4641428060566,504239.3728446259,504239.3728446259
0.6,256.0679867430247,523611.19951160083,523611.19951160083
0.6,234.41184008177925,548730.5892316552,548730.5892316552
0.6,236.04703239970502,546485.459097787,546485.459097787
0.6,258.37978670749357,521120.8478577046,521120.8478577046
0.6,240.35862193533234,541026.0607258803,541026.0607258803
0.6,280.6620985012893,507403.0477844608,507403.0477844608
0.6,248.09660154770154,532350.365701845,532350.365701845
0.6,247.57199828226956,532676.8060877146,532676.8060877146
0.6,277.0409489500178,508589.2539515826,508589.2539515826
0.6,228.87548455458625,556433.012453423,556433.012453423
0.6,272.4459221803647,511425.67362504045,511425.67362504045
0.6,229.35668316410306,555679.5892938981,555679.5892938981
0.6,258.56705970963156,520992.6799137049,520992.6799137049
0.6,261.13253276111647,518567.0219982243,518567.0219982243
0.6,270.1608235837487,512549.2657106748,512549.2657106748
0.6,251.1799080998978,528690.3286289073,528690.3286289073
0.6,277.70821045418535,508547.41692338604,508547.41692338604
0.6,233.461977902773,549715.5205215735,549715.5205215735
0.6,257.28099626417094,522457.362524341,522457.362524341
0.6,251.93753518377682,527775.2899991123,527775.2899991123
0.6,235.55125689985738,547138.8817190209,547138.8817190209
0.6,235.3799629213064,547228.468048784,547228.468048784
0.6,274.91757174175876,509891.6389216675,509891.6389216675
0.6,244.50435963590544,535896.0109390244,535896.0109390244
0.6,234.41397033443735,548653.8661398706,548653.8661398706
0.6,260.40081857521733,519226.1032317389,519226.1032317389
0.6,269.58352906040284,512942.61063121737,512942.61063121737
0.6,233.12215442328417,550295.8356487029,550295.8356487029
0.6,224.66127711138148,565537.0369845531,565537.0369845531
0.6,255.2300652172213,524521.6288576195,524521.6288576195
0.6,254.3161894093624,525609.2137320981,525609.2137320981
0.6,254.9242781884192,524799.3849800115,524799.3849800115
0.6,248.23636899739017,531932.3515691985,531932.3515691985
0.6,253.79183575863192,526075.7298961767,526075.7298961767
0.6,236.5050318328323,546040.9290823904,546040.9290823904
0.6,258.48341566690465,521095.369683364,521095.369683364
0.6,283.5042423416599,506508.90293105354,506508.90293105354
0.6,231.85854561382348,552054.006667574,552054.006667574
0.6,235.16774356421237,547462.3170209022,547462.3170209022
0.6,242.39225198166048,538368.734721093,538368.734721093
0.6,276.1231376549515,509293.6688096329,509293.6688096329
0.6,231.59432131915096,552429.7238844984,552429.7238844984
0.6,226.81839275267217,560540.650073393,560540.650073393
0.6,255.85208217363612,523832.0217392257,523832.0217392257
0.6,271.20210322097137,512008.3834402535,512008.3834402535
0.6,265.09586228729137,516147.5048629673,516147.5048629673
0.6,291.34105284631465,504501.3866240174,504501.3866240174
0.6,280.65278982937343,507576.9362826263,507576.9362826263
0.6,243.09625349704487,537566.4093916416,537566.4093916416
0.6,263.3339000822934,517053.0148032893,517053.0148032893
0.6,226.04759465508803,562770.8125294028,562770.8125294028
0.6,230.8827409983962,553306.4074099271,553306.4074099271
0.6,240.8132564187546,540121.3924347407,540121.3924347407
0.6,247.45088314090077,532838.5973110952,532838.5973110952
0.6,253.381306871855,526262.4729051588,526262.4729051588
0.6,230.65294556729447,553912.4603833604,553912.4603833604
0.6,227.32411495202453,559671.2533592733,559671.2533592733
0.6,275.5547276810989,509632.2853440178,509632.2853440178
0.6,246.1557181497377,534300.3423000288,534300.3423000288
0.6,287.62692837397833,505435.0248901213,505435.0248901213
0.6,247.25617432248274,532880.7227978548,532880.7227978548
0.6,287.8360332742422,505226.06500303734,505226.06500303734
0.6,251.537625833815,528249.0253303457,528249.0253303457
0.6,250.8403478109753,529019.119966809,529019.119966809
0.6,252.7165132201058,527170.8130709932,527170.8130709932
0.6,260.0095918211,519543.8121402962,519543.8121402962
0.6,289.4127196837214,505002.35833254457,505002.35833254457
0.6,233.32799758439435,549922.1264038761,549922.1264038761
0.6,235.76604144163568,546793.7108483064,546793.7108483064
0.6,238.76439957085427,543234.4735734984,543234.4735734984
0.6,250.81371949275615,529332.5184060577,529332.5184060577
0.6,286.3990911700268,505788.519473255,505788.519473255
0.6,269.32679989664615,513030.71668674494,513030.71668674494
0.6,225.53599961551805,563995.6716008416,563995.6716008416
0.6,231.94651045050642,551766.8591449254,551766.8591449254
0.6,273.5415430689771,510669.04711859475,510669.04711859475
0.6,264.3127926557273,516459.10901230434,516459.10901230434
0.6,233.31947774707382,549983.5460171514,549983.5460171514
0.6,273.3542738090081,511003.05390866287,511003.05390866287
0.6,232.83236082718358,550441.9596045469,550441.9596045469
0.6,243.7630697983882,536896.9893515169,536896.9893515169
0.6,230.17962195625455,554461.5080938756,554461.5080938756
0.6,294.88978568362313,503767.34249102254,503767.34249102254
0.6,262.05023287708195,517905.51382327755,517905.51382327755
0.6,233.16430339505314,550162.089388687,550162.089388687
0.6,244.85162489910837,535597.3536082306,535597.3536082306
0.6,250.3499221515061,529901.858527945,529901.858527945
0.6,254.9824587740875,524754.8461846232,524754.8461846232
0.6,283.5042423416599,506508.90293105354,506508.90293105354
0.6,280.5871406258187,507580.99963288166,507580.99963288166
0.6,232.79225447238125,550592.6742476635,550592.6742476635
0.6,249.49939817811858,530737.6941499449,530737.6941499449
0.6,239.81773491688867,541734.7832439791,541734.7832439791
0.6,240.9305994401587,539998.0057467835,539998.0057467835
0.6,286.4408658209722,505710.943922994,505710.943922994
0.6,239.6808600988362,541888.5577833992,541888.5577833992
0.6,284.29980245610193,506260.719060529,506260.719060529
0.6,249.76884297216438,530198.3633160917,530198.3633160917
0.6,233.51288766827696,549591.5136151036,549591.5136151036
0.6,228.10345578845207,557897.8848969041,557897.8848969041
0.6,231.21538727717328,552987.8396337577,552987.8396337577
0.6,278.201239952998,508120.5637107625,508120.5637107625
0.6,262.7193356259106,517359.7490537732,517359.7490537732
0.6,255.79477432613137,523850.87816945853,523850.87816945853
0.6,277.1895851513796,508554.5667652502,508554.5667652502
0.6,281.25553068677067,507183.75414603704,507183.75414603704
0.6,266.5514466517768,514662.29377862427,514662.29377862427
0.6,283.96245997574437,506290.0657003238,506290.0657003238
0.6,237.82494723921175,544420.7156550842,544420.7156550842
0.6,295.37338930447777,503649.2564441459,503649.2564441459
0.6,223.59227033750844,569330.7753273178,569330.7753273178
0.6,268.3159236707285,513570.7950649527,513570.7950649527
0.6,246.92343224532894,533071.9775848592,533071.9775848592
0.6,223.54120814534608,569365.747251639,569365.747251639
0.6,227.8540908845001,559035.0887435905,559035.0887435905
0.6,233.83913842861196,549295.1138804215,549295.1138804215
0.6,225.21314286565527,564916.9661354753,564916.9661354753
0.6,288.9274637745903,505162.73897076875,505162.73897076875
0.6,239.64875368855522,542004.8696180533,542004.8696180533
0.6,237.40910365171243,544900.35527543,544900.35527543
0.6,245.29929413401453,535168.5951685894,535168.5951685894
0.6,279.53835839441064,507890.56112377584,507890.56112377584
0.6,232.57610365062828,550846.5620071379,550846.5620071379
0.6,261.281507445074,518478.40688195126,518478.40688195126
0.6,245.1917339901738,535196.8034450352,535196.8034450352
0.6,287.7586751625438,505336.4135506292,505336.4135506292
0.6,266.19321086690894,514987.29790715105,514987.29790715105
0.6,266.12804774942225,515191.9749819878,515191.9749819878
0.6,293.14335311552037,504112.85176396265,504112.85176396265
0.6,275.84455854807334,509336.76498491067,509336.76498491067
0.6,267.9754582478444,513575.7145012873,513575.7145012873
0.6,276.3881558957991,509193.31395393494,509193.31395393494
0.6,225.9044030205559,562871.944781341,562871.944781341
0.6,241.1504904932423,539662.3600973539,539662.3600973539
0.6,251.02106567348568,528881.8400693818,528881.8400693818
0.6,230.83382668847847,553685.2958760383,553685.2958760383
0.6,291.2222592060283,504506.6285312497,504506.6285312497
0.6,257.77813914446284,521810.92208474036,521810.92208474036
0.6,262.08700991450456,517859.9177406409,517859.9177406409
0.6,245.35673290296518,535045.1751420288,535045.1751420288
0.6,269.85426433317355,512642.2908001319,512642.2908001319
0.6,255.03898982959365,524683.6673793418,524683.6673793418
0.6,251.42339054485902,528406.4205686185,528406.4205686185
0.6,242.91169515326206,537842.4081528867,537842.4081528867
0.6,228.28479872824985,557440.579656521,557440.579656521
0.6,242.6568906522431,538350.2937887989,538350.2937887989
0.6,288.6842985931828,505208.7241314505,505208.7241314505
0.6,274.4542801306413,510277.6843145519,510277.6843145519
0.6,236.60974564963269,545916.4028626801,545916.4028626801
0.6,293.0427764767118,504129.87977385614,504129.87977385614
0.6,256.2622462555434,523539.4474172159,523539.4474172159
0.6,256.5696303327062,522975.0314520281,522975.0314520281
0.6,232.3751039537606,551414.5120507358,551414.5120507358
0.6,260.6091431561381,519043.85491632385,519043.85491632385
0.6,231.79290177847597,552157.5560937736,552157.5560937736
0.6,238.26528209215252,543965.2818598684,543965.2818598684
0.6,264.05385385710207,516661.38500481646,516661.38500481646
0.6,274.0248503181321,510309.06475471484,510309.06475471484
0.6,259.00517347457765,520364.70044468355,520364.70044468355
0.6,235.68516529553534,547062.5058243453,547062.5058243453
0.6,287.83350003091806,505226.5980387556,505226.5980387556
0.6,275.75304088668173,509533.3532793531,509533.3532793531
0.6,240.57390226116982,540674.9817454817,540674.9817454817
0.6,244.05903434246017,536537.3409800935,536537.3409800935
0.6,288.69880120425023,505194.54945540306,505194.54945540306
0.6,276.89287609548217,508604.2279087284,508604.2279087284
0.6,259.7181322932119,520065.5590584492,520065.5590584492
0.6,244.25056686529817,536321.6369628161,536321.6369628161
0.6,253.32799054249668,526358.4168132895,526358.4168132895
0.6,243.70046148511793,536904.7063930026,536904.7063930026
0.6,249.56251288355065,530731.9605551835,530731.9605551835
0.6,256.08056262770305,523563.5413319098,523563.5413319098
0.6,240.01086449740188,541462.3315016066,541462.3315016066
0.6,286.6927018607438,505608.1549300806,505608.1549300806
0.6,260.15747166643797,519280.10241263604,519280.10241263604
0.6,236.6371279033894,545733.0317780097,545733.0317780097
0.6,244.5080861663073,535892.7918744691,535892.7918744691
0.6,284.89846763967563,506116.796620129,506116.796620129
0.6,224.17050711173118,568507.6923862587,568507.6923862587
0.6,255.25894335859468,524486.8661586221,524486.8661586221
0.6,286.24248482928954,505797.779366601,505797.779366601
0.6,264.7921648294591,516406.07885663246,516406.07885663246
0.6,246.71017293093388,533471.5591969375,533471.5591969375
0.6,251.03429618192774,528852.0862228833,528852.0862228833
0.6,228.86366119629383,556445.4882865329,556445.4882865329
0.6,281.02528173959234,507376.44869829173,507376.44869829173
0.6,244.19843201090248,536365.7734143216,536365.7734143216
0.6,261.9676797648732,517912.39090288244,517912.39090288244
0.6,269.32679989664615,513030.71668674494,513030.71668674494
0.6,260.67934182581496,518775.9378308016,518775.9378308016
0.6,252.97888985065433,526668.9856671127,526668.9856671127
0.6,294.2175564278851,503837.8195797596,503837.8195797596
0.6,228.7516807341699,556865.7030294021,556865.7030294021
0.6,285.0280981457101,506088.6004676973,506088.6004676973
0.6,240.15344230381118,541341.3915671436,541341.3915671436
0.6,261.68823280328104,517970.4564242642,517970.4564242642
0.6,292.05064272460135,504349.2351018666,504349.2351018666
0.6,248.23636899739017,531932.3515691985,531932.3515691985
0.6,262.2542576982855,517834.11835731525,517834.11835731525
0.6,264.81886294049997,516272.9919704256,516272.9919704256
0.6,247.58069188031584,532578.5962712411,532578.5962712411
0.6,241.05397483831032,539971.1617494471,539971.1617494471
0.6,249.1322596160845,531021.6182585694,531021.6182585694
0.6,254.4596196809596,524863.3415335543,524863.3415335543
0.6,248.93759002617963,531326.9628227352,531326.9628227352
0.6,273.8114339518509,510461.7065116194,510461.7065116194
0.6,281.1829320836906,507371.86450243124,507371.86450243124
0.9,232.25110692569896,533667.361826711,533667.361826711
0.9,232.26144184633307,533640.5554981014,533640.5554981014
0.9,237.00635463953282,530091.5431608473,530091.5431608473
0.9,255.53536533191263,518196.4199431902,518196.4199431902
0.9,232.83490183478523,532963.6705093047,532963.6705093047
0.9,243.89967461695855,525423.3365966897,525423.3365966897
0.9,241.57800280792324,526772.3182650183,526772.3182650183
0.9,231.53433470875066,534198.42908507,534198.42908507
0.9,247.5662403335914,522761.56011966796,522761.56011966796
0.9,242.1285781361873,526479.9907518809,526479.9907518809
0.9,237.58505684158635,529815.4403425809,529815.4403425809
0.9,248.42133855014342,522311.5554170362,522311.5554170362
0.9,232.88169408616125,532949.0821157706,532949.0821157706
0.9,248.39352388610413,522377.0492298254,522377.0492298254
0.9,231.4023279820499,534339.4981457775,534339.4981457775
0.9,231.8890818155206,533971.4909271514,533971.4909271514
0.9,237.32627110154678,529843.7473637855,529843.7473637855
0.9,244.85580301152663,524645.2360411695,524645.2360411695
0.9,231.56632345945903,534181.0390727376,534181.0390727376
0.9,234.54594746926756,531604.4188149018,531604.4188149018
0.9,233.7764388326732,532293.0449607495,532293.0449607495
0.9,248.26315911801694,522388.30883499625,522388.30883499625
0.9,247.5361983356634,522765.5717084727,522765.5717084727
0.9,255.00603890072804,518417.580617295,518417.580617295
0.9,255.53536533191263,518196.4199431902,518196.4199431902
0.9,242.14497581977867,526479.2183272728,526479.2183272728
0.9,237.58505684158635,529815.4403425809,529815.4403425809
0.9,231.39920206518133,534340.6588160004,534340.6588160004
0.9,255.53536533191263,518196.4199431902,518196.4199431902
0.9,232.83490183478523,532963.6705093047,532963.6705093047
0.9,255.31760488137246,518307.7521507058,518307.7521507058
0.9,237.75936516512402,529693.0457758859,529693.0457758859
0.9,224.8502517169282,540660.499161925,540660.499161925
0.9,263.4222802909427,513461.8000560621,513461.8000560621
0.9,224.14894701779028,541388.2661243777,541388.2661243777
0.9,234.60046589201397,531553.9358157441,531553.9358157441
0.9,238.46230308091154,529502.7413050184,529502.7413050184
0.9,243.9112210904734,525409.5213988235,525409.5213988235
0.9,248.0957048637286,522449.8892671916,522449.8892671916
0.9,247.43606776789352,523006.6271669418,523006.6271669418
0.9,246.35044240255527,523605.4893466641,523605.4893466641
0.9,232.81164333566554,532965.8805773857,532965.8805773857
0.9,249.22347213641854,521732.0872887175,521732.0872887175
0.9,238.5725109554647,529404.5549958067,529404.5549958067
0.9,221.21164903510922,544333.415939018,544333.415939018
0.9,265.85110767689395,512147.875049538,512147.875049538
0.9,232.26144184633307,533640.5554981014,533640.5554981014
0.9,237.40021644521605,529836.7175837351,529836.7175837351
0.9,231.8890818155206,533971.4909271514,533971.4909271514
0.9,249.96973874157064,521358.37905369303,521358.37905369303
0.9,249.93374749128517,521399.1267490311,521399.1267490311
0.9,240.0544581376736,527787.4305260781,527787.4305260781
0.9,237.93106757946308,529672.7218638252,529672.7218638252
0.9,255.3230883498268,518304.7978804066,518304.7978804066
0.9,237.67033725568223,529746.4911229714,529746.4911229714
0.9,226.75565811901922,538755.5161995494,538755.5161995494
0.9,244.89310079889026,524542.8347434116,524542.8347434116
0.9,226.91922167687605,538624.9291268367,538624.9291268367
0.9,240.12627530242037,527682.5840130076,527682.5840130076
0.9,233.63236529168,532490.4460721107,532490.4460721107
0.9,226.84139619309695,538727.5189538277,538727.5189538277
0.9,244.9690015885698,524412.7325088016,524412.7325088016
0.9,264.8883039671625,512674.9869024531,512674.9869024531
0.9,241.46119080761764,526860.873984305,526860.873984305
0.9,237.40021644521605,529836.7175837351,529836.7175837351
0.9,239.29725659875027,528171.2409708665,528171.2409708665
0.9,253.39805785964944,519357.05741559196,519357.05741559196
0.9,260.09032282470986,515462.68983587873,515462.68983587873
0.9,234.22838533179853,531686.6077329635,531686.6077329635
0.9,255.00603890072804,518417.580617295,518417.580617295
0.9,254.24202919480877,518812.3487346965,518812.3487346965
0.9,248.39352388610413,522377.0492298254,522377.0492298254
0.9,245.45972787009316,524031.69211743877,524031.69211743877
0.9,270.5208576491413,509814.1147200554,509814.1147200554
0.9,235.3184970510179,530973.7662498935,530973.7662498935
0.9,244.78926050279637,524695.2715697142,524695.2715697142
0.9,239.16827227892722,528253.0484819203,528253.0484819203
0.9,239.62161700680335,528022.3003034098,528022.3003034098
0.9,246.07527472064274,523653.50323708454,523653.50323708454
0.9,267.4798539319374,511394.0888236428,511394.0888236428
0.9,223.62079100225364,541787.2905335086,541787.2905335086
0.9,217.60296480810655,549734.6422196557,549734.6422196557
0.9,221.21164903510922,544333.415939018,544333.415939018
0.9,241.50346664946056,526780.4268036766,526780.4268036766
0.9,247.68876219418672,522569.61088004295,522569.61088004295
0.9,242.08181924046417,526497.4785149514,526497.4785149514
0.9,248.80670964641513,521932.48862431746,521932.48862431746
0.9,238.30073478659358,529603.1242419076,529603.1242419076
0.9,273.69115418000666,508465.0606306793,508465.0606306793
0.9,274.27290514276575,508255.86119932577,508255.86119932577
0.9,238.52232711102147,529469.7335488895,529469.7335488895
0.9,220.03090753185037,545856.7550007852,545856.7550007852
0.9,234.62565057193262,531462.0774232228,531462.0774232228
0.9,236.3215287079942,530356.1248424794,530356.1248424794
0.9,242.08181924046417,526497.4785149514,526497.4785149514
0.9,255.41171598875306,518221.0186776568,518221.0186776568
0.9,246.33061468894633,523636.5974437266,523636.5974437266
0.9,279.85879567930755,505972.9189751067,505972.9189751067
0.9,241.11803283949897,527038.8157599285,527038.8157599285
0.9,227.55888924810398,538047.3420581062,538047.3420581062
0.9,255.41405107489703,518213.32367723575,518213.32367723575
0.9,278.51957267538654,506428.11024638603,506428.11024638603
0.9,224.0513302597692,541472.466787149,541472.466787149
0.9,248.45585136250142,522307.0360407516,522307.0360407516
0.9,280.08384998714513,505892.05814234435,505892.05814234435
0.9,240.8208330527924,527052.3128401593,527052.3128401593
0.9,273.6927218418619,508464.64094345697,508464.64094345697
0.9,231.03461371229332,534819.5168340815,534819.5168340815
0.9,234.62565057193262,531462.0774232228,531462.0774232228
0.9,241.57800280792324,526772.3182650183,526772.3182650183
0.9,248.64913066075755,522106.3047186002,522106.3047186002
0.9,221.21164903510922,544333.415939018,544333.415939018
0.9,241.58212479459385,526768.6572218641,526768.6572218641
0.9,233.5739338938131,532510.1459838252,532510.1459838252
0.9,227.04032305681838,538213.9774021889,538213.9774021889
0.9,271.9963329835848,509175.7589885038,509175.7589885038
0.9,255.6214604968595,518149.1225724874,518149.1225724874
0.9,304.04644996894564,499975.3362080894,499975.3362080894
0.9,218.38396629339854,548173.1047979642,548173.1047979642
0.9,242.87527879771895,525974.0410813142,525974.0410813142
0.9,250.23839481558352,521138.9612599856,521138.9612599856
0.9,278.5205732030754,506422.35259019316,506422.35259019316
0.9,268.46312343174367,510837.13433403405,510837.13433403405
0.9,241.58212479459385,526768.6572218641,526768.6572218641
0.9,255.29197873081347,518336.8167577246,518336.8167577246
0.9,255.10959884810566,518365.1572015642,518365.1572015642
0.9,235.89347151375173,530583.8486376073,530583.8486376073
0.9,217.46595276130802,550707.1087396635,550707.1087396635
0.9,248.39352388610413,522377.0492298254,522377.0492298254
0.9,260.690064319733,515219.84510355076,515219.84510355076
0.9,234.428783800262,531620.4309346211,531620.4309346211
0.9,230.6584869799834,535137.7332974209,535137.7332974209
0.9,264.9554502410194,512588.46214953717,512588.46214953717
0.9,268.39260076307926,510911.9305439639,510911.9305439639
0.9,270.9000440090013,509587.3596803621,509587.3596803621
0.9,217.97836116772484,548874.2101383678,548874.2101383678
0.9,255.68653247421932,518120.85741588136,518120.85741588136
0.9,300.89441389802374,500497.41809127684,500497.41809127684
0.9,248.53797753180163,522287.9485726708,522287.9485726708
0.9,258.9309010361999,516062.7615333827,516062.7615333827
0.9,252.61718378411416,519705.3240541543,519705.3240541543
0.9,271.1011745216598,509547.1893034703,509547.1893034703
0.9,265.31356645617944,512418.4188587829,512418.4188587829
0.9,245.02358106060237,524403.8889498166,524403.8889498166
0.9,243.99150229930964,525295.2888562507,525295.2888562507
0.9,233.98134280787218,532058.042867336,532058.042867336
0.9,233.07984347610252,532697.0699674055,532697.0699674055
0.9,255.01110422983518,518409.8331910648,518409.8331910648
0.9,232.26144184633307,533640.5554981014,533640.5554981014
0.9,252.98928045812008,519492.4301737129,519492.4301737129
0.9,247.43606776789352,523006.6271669418,523006.6271669418
0.9,238.476726364343,529497.5590738003,529497.5590738003
0.9,242.4375101693719,526085.31424557,526085.31424557
0.9,241.46119080761764,526860.873984305,526860.873984305
0.9,238.46230308091154,529502.7413050184,529502.7413050184
0.9,236.1963560270816,530556.6693737917,530556.6693737917
0.9,276.27538156524656,507363.0120735591,507363.0120735591
0.9,259.08686158834456,516048.00578972616,516048.00578972616
0.9,263.70279943830366,513326.2599836382,513326.2599836382
0.9,225.98901977245714,539693.2205524885,539693.2205524885
0.9,233.5739338938131,532510.1459838252,532510.1459838252
0.9,222.24453300320928,543505.6945004221,543505.6945004221
0.9,218.29957446329112,548301.371115396,548301.371115396
0.9,240.1982009350085,527595.4526300902,527595.4526300902
0.9,234.22720468132565,531767.9467332615,531767.9467332615
0.9,252.8643343922109,519640.8500500006,519640.8500500006
0.9,262.5250520478067,513901.5171510379,513901.5171510379
0.9,231.15074845865567,534727.6796696853,534727.6796696853
0.9,236.8786898764869,530151.2242185569,530151.2242185569
0.9,285.1783374056892,504380.9923338282,504380.9923338282
0.9,239.03788440801176,528358.2410879952,528358.2410879952
0.9,217.38980500438424,551595.1780519905,551595.1780519905
0.9,233.79490919641358,532267.7593845619,532267.7593845619
0.9,270.72382671810954,509698.07071493845,509698.07071493845
0.9,249.05230515633545,521740.0782992253,521740.0782992253
0.9,248.13829768642023,522409.11687175167,522409.11687175167
0.9,273.83138107103696,508413.32512903353,508413.32512903353
0.9,233.0392226343746,532818.3774536618,532818.3774536618
0.9,252.61718378411416,519705.3240541543,519705.3240541543
0.9,245.89899634889218,523696.7234373253,523696.7234373253
0.9,293.918184690382,502033.73296762665,502033.73296762665
0.9,279.99923243528525,505940.36972751067,505940.36972751067
0.9,234.83328630344707,531373.74628009,531373.74628009
0.9,246.62465155364296,523339.63725066814,523339.63725066814
0.9,244.44970627312728,524925.1376673273,524925.1376673273
0.9,235.23747031401592,531094.8194893517,531094.8194893517
0.9,232.81164333566554,532965.8805773857,532965.8805773857
0.9,226.1945199347902,539625.646371846,539625.646371846
0.9,242.31035067400506,526184.1390754161,526184.1390754161
0.9,235.3184970510179,530973.7662498935,530973.7662498935
0.9,222.15038830963078,543854.8177045677,543854.8177045677
0.9,247.4390603038053,522766.3525587879,522766.3525587879
0.9,237.08532185413347,529927.2671953184,529927.2671953184
0.9,274.265155353807,508257.72158567776,508257.72158567776
0.9,234.59307446464737,531562.9636732826,531562.9636732826
0.9,267.42568846279465,511436.09561200277,511436.09561200277
0.9,265.32699789378375,512417.14496600913,512417.14496600913
0.9,235.18305552002633,531115.3830340052,531115.3830340052
0.9,234.01860388374092,531863.0775748305,531863.0775748305
