beta,makespan,labor_cost,total_cost
0.6,235.0260912442364,547939.9608278895,547939.9608278895
0.6,246.2857824336712,534022.8375825668,534022.8375825668
0.6,234.16797672429226,549017.8009051401,549017.8009051401
0.6,252.46344278880636,527477.9351671817,527477.9351671817
0.6,287.5888123826466,505507.3966190901,505507.3966190901
0.6,277.97020647857727,508404.16948011855,508404.16948011855
0.6,271.018731828396,512177.34524727263,512177.34524727263
0.6,276.69731234912865,508865.5815559853,508865.5815559853
0.6,272.3721597958891,511499.370096123,511499.370096123
0.6,260.10436745669637,519477.79502083163,519477.79502083163
0.6,242.6636762765406,538208.930307316,538208.930307316
0.6,282.3035089933855,507011.33038768324,507011.33038768324
0.6,223.73867517691986,569214.7766980387,569214.7766980387
0.6,223.7739432336627,569022.285883584,569022.285883584
0.6,282.94500076430097,506773.05073398445,506773.05073398445
0.6,261.46565248369745,518247.3880649108,518247.3880649108
0.6,273.1296887077756,511122.5674258372,511122.5674258372
0.6,228.7825401977806,556606.8124953853,556606.8124953853
0.6,250.49575277701786,529628.9711542012,529628.9711542012
0.6,237.86344002987263,544383.5685548263,544383.5685548263
0.6,228.2201368841588,557600.7329534816,557600.7329534816
0.6,227.48546010896206,559560.1064807384,559560.1064807384
0.6,255.0582302363095,524637.9985813894,524637.9985813894
0.6,245.32457904205557,535153.9325831179,535153.9325831179
0.6,231.37682539654767,552865.9571684739,552865.9571684739
0.6,254.2633124019405,525623.1628964508,525623.1628964508
0.6,243.90923778857098,536809.6044104011,536809.6044104011
0.6,258.6944296025612,520921.0978300022,520921.0978300022
0.6,255.3888593535504,524309.084757139,524309.084757139
0.6,235.27737670835907,547427.5890075861,547427.5890075861
0.6,259.7473628461797,520002.53848424694,520002.53848424694
0.6,242.063619508202,538809.7720208722,538809.7720208722
0.6,224.2263087328608,568466.2493482066,568466.2493482066
0.6,243.51955369481013,537020.3201777441,537020.3201777441
0.6,255.20328510663205,524605.3188979048,524605.3188979048
0.6,261.25331764872533,518494.7317439715,518494.7317439715
