alpha,makespan,labor_cost,total_cost
0.3,290.4298756548232,520566.60940801416,520566.60940801416
0.3,267.8128205409175,549491.3840771071,549491.3840771071
0.3,243.72004161124582,604025.9349485396,604025.9349485396
0.3,295.35276903662793,516626.5662734625,516626.5662734625
0.3,313.10325066185356,506892.46128043905,506892.46128043905
0.3,267.2904927989364,550503.235019879,550503.235019879
0.3,253.56044567397365,574807.4637198531,574807.4637198531
0.3,274.46551258368845,539360.0501631603,539360.0501631603
0.3,251.4922758029681,579651.9776452541,579651.9776452541
0.3,282.937472142109,529035.9784878665,529035.9784878665
0.3,300.96777837328597,513208.14674188185,513208.14674188185
0.3,255.66566906095605,570373.0231557995,570373.0231557995
0.3,308.66984889513355,509160.0030271512,509160.0030271512
0.3,249.68167693065337,584664.3859948386,584664.3859948386
0.3,255.96404240647163,569246.9686509096,569246.9686509096
0.3,254.6719009019044,572139.319714304,572139.319714304
0.3,284.60819680423646,527155.6679398357,527155.6679398357
0.3,285.9562882010136,525438.171254509,525438.171254509
0.3,298.954237070358,514452.98486533354,514452.98486533354
0.3,273.2591401769073,541339.5502475218,541339.5502475218
0.3,270.1567182261293,546182.641846662,546182.641846662
0.3,292.9172159862914,518631.3230107847,518631.3230107847
0.3,270.07353201446045,546513.3719880274,546513.3719880274
0.3,257.148460964689,567172.218860127,567172.218860127
0.3,248.26057558948355,588033.1516756216,588033.1516756216
0.3,278.4627846954706,534388.2668733131,534388.2668733131
0.3,294.4735589038235,517483.55922312196,517483.55922312196
0.3,302.9173871370896,512249.10619165585,512249.10619165585
0.3,253.04201659674047,575984.3633784755,575984.3633784755
0.3,277.81402587077844,534973.5821168815,534973.5821168815
0.3,308.9939409386561,508963.9790170097,508963.9790170097
0.3,278.30514679056313,534619.7771239369,534619.7771239369
0.3,262.1732400663343,558362.2021398371,558362.2021398371
0.3,249.60829219787954,584902.7263608887,584902.7263608887
0.3,281.932668053508,530315.1001480106,530315.1001480106
0.3,286.87478431997596,524565.4969234692,524565.4969234692
0.3,254.12995224495234,573599.4909480102,573599.4909480102
0.3,247.83693855899705,589679.083420614,589679.083420614
0.3,306.2292387850402,510372.91049071087,510372.91049071087
0.3,294.8427963460308,517065.73914243496,517065.73914243496
0.3,269.34312604065855,548066.1555763,548066.1555763
0.3,243.44341106943108,604938.2149726577,604938.2149726577
0.3,286.103212254789,525431.1917078664,525431.1917078664
0.3,277.5896921175313,535476.8012353024,535476.8012353024
0.3,268.2833719572084,548972.573931015,548972.573931015
0.3,263.2972163406141,556579.0183300066,556579.0183300066
0.3,257.0824397609498,567214.9645624998,567214.9645624998
0.3,250.84027570415327,580940.713614659,580940.713614659
0.3,294.8475543385982,516921.08238966163,516921.08238966163
0.3,281.96504823289365,530103.6272787538,530103.6272787538
0.3,306.74612119263367,510195.45801942796,510195.45801942796
0.3,311.3108840807339,507623.54346983804,507623.54346983804
0.3,285.9393146531865,525441.2050857123,525441.2050857123
0.3,281.29403933510264,530846.6892308894,530846.6892308894
0.3,250.12532665314197,583199.8622386461,583199.8622386461
0.3,271.92012276345855,543578.8240103121,543578.8240103121
0.3,298.96520963823093,514426.18924629904,514426.18924629904
0.3,257.814582507989,565727.076612826,565727.076612826
0.3,253.99230872879113,573962.1796850853,573962.1796850853
0.3,306.52885870968964,510234.4363296579,510234.4363296579
0.3,252.25644176518327,577967.214049716,577967.214049716
0.3,286.57764885827424,525201.2338076707,525201.2338076707
0.3,278.6492864492071,534295.2581707923,534295.2581707923
0.3,272.6188367640305,542501.4195020413,542501.4195020413
0.3,280.7419846774977,531539.3964964717,531539.3964964717
0.3,295.35382963651796,516625.400630857,516625.400630857
0.3,308.5778604111324,509176.94355682697,509176.94355682697
0.3,311.7547340335004,507478.39255667024,507478.39255667024
0.3,248.8864987405572,586700.5674694538,586700.5674694538
0.3,290.2754905775465,520625.35107869457,520625.35107869457
0.3,248.2060854892735,588272.5522243453,588272.5522243453
0.3,254.0153761721387,573653.9494617698,573653.9494617698
0.3,265.319919974851,553166.2455499569,553166.2455499569
0.3,242.15032101166264,611914.7140647101,611914.7140647101
0.3,275.09293611464165,538650.4974186452,538650.4974186452
0.3,242.28451289633298,611193.0338957936,611193.0338957936
0.3,289.3211327195036,521730.2985866816,521730.2985866816
0.3,272.2136356891106,543343.2150469341,543343.2150469341
0.3,241.99882299697265,613000.7271603461,613000.7271603461
0.3,243.24872529195613,606827.8227726977,606827.8227726977
0.3,243.1478535347926,607626.2293878351,607626.2293878351
0.3,293.774973853966,517897.227556209,517897.227556209
0.3,300.6544896859131,513325.2318698538,513325.2318698538
0.3,286.42671250262185,525352.6716912402,525352.6716912402
0.3,274.7891778228748,538931.0991152762,538931.0991152762
0.3,249.09349779223072,586052.6897059288,586052.6897059288
0.3,309.32676054166575,508868.0465926383,508868.0465926383
0.3,272.29853534136106,543277.08401708,543277.08401708
0.3,300.1671603119612,513886.00414031144,513886.00414031144
0.3,255.3736736124855,570894.1313133587,570894.1313133587
0.3,305.78961281043655,510562.47746034677,510562.47746034677
0.3,254.64659251373197,572198.1403285018,572198.1403285018
0.3,271.36711859668463,544453.8673495431,544453.8673495431
0.3,269.3419983790958,548078.3265470786,548078.3265470786
0.3,262.1803864055798,557872.9066268933,557872.9066268933
0.3,286.11401769397213,525423.4668564543,525423.4668564543
0.3,243.88317508341217,602929.98587736,602929.98587736
0.3,258.73834675951343,564100.8370083065,564100.8370083065
0.3,247.09074008086606,591780.1193504762,591780.1193504762
0.3,257.5325736066254,566388.1080757777,566388.1080757777
0.3,280.3153835322366,532204.6484305195,532204.6484305195
0.3,304.35753084056194,511387.4647738788,511387.4647738788
0.3,312.7558697514701,506914.50080497446,506914.50080497446
0.3,268.3391664673177,548227.3361155555,548227.3361155555
0.3,244.89274285249007,600407.8926467083,600407.8926467083
0.3,244.60750404836307,600858.6512429744,600858.6512429744
0.3,280.61221064819784,532101.3373103475,532101.3373103475
0.3,254.30967168189977,573109.5284397806,573109.5284397806
0.3,256.91110967995706,567375.2406297887,567375.2406297887
0.3,281.76028048533124,530381.1826665561,530381.1826665561
0.3,299.6148603016466,514138.9142041005,514138.9142041005
0.3,311.93080650513144,507452.0738115633,507452.0738115633
0.3,286.4027206590441,525407.5207540098,525407.5207540098
0.3,253.03843789251732,575985.858666234,575985.858666234
0.3,261.28838380829546,559800.5524387386,559800.5524387386
0.3,250.76220246644897,581199.6585631035,581199.6585631035
0.3,291.68109425170053,519642.1843400883,519642.1843400883
0.3,245.67402167326662,596891.3691960009,596891.3691960009
0.3,290.687650371164,520421.02439082303,520421.02439082303
0.3,270.6362591142248,545487.8820866522,545487.8820866522
0.3,261.9490557909031,558560.7461827439,558560.7461827439
0.3,301.5297266455562,512852.8162547301,512852.8162547301
0.3,244.0343878422514,602904.1102256026,602904.1102256026
0.3,242.18420338428754,611405.0598179483,611405.0598179483
0.3,259.41246583656044,562473.0263401947,562473.0263401947
0.3,262.74994394461,557249.4203344365,557249.4203344365
0.3,310.1451751840506,508378.7398736931,508378.7398736931
0.3,284.8620705147077,526763.5647178275,526763.5647178275
0.3,291.65028302996393,519723.6296448379,519723.6296448379
0.3,255.72667958562377,570184.8132708864,570184.8132708864
0.3,256.18907111707216,568907.8396435104,568907.8396435104
0.3,246.35980249757452,594096.7864447931,594096.7864447931
0.3,268.0607558405582,548976.0251674615,548976.0251674615
0.3,312.2127342971743,507154.81499840546,507154.81499840546
0.3,289.8005992036342,521144.4273996737,521144.4273996737
0.3,296.0514091731256,516205.95927255345,516205.95927255345
0.3,286.11401769397213,525423.4668564543,525423.4668564543
0.3,242.95092147030235,607990.5879313274,607990.5879313274
0.3,280.3475583684039,532199.0317641109,532199.0317641109
0.3,298.973423747986,514407.94609891245,514407.94609891245
0.3,263.07574746537256,556752.524567438,556752.524567438
0.3,277.1834101729218,535694.6147856956,535694.6147856956
0.3,294.0885075590725,517682.41285446764,517682.41285446764
0.3,308.1705827262237,509489.8682750896,509489.8682750896
0.3,292.57249589857173,518723.9013408242,518723.9013408242
0.3,283.9757085455659,527594.1010318793,527594.1010318793
0.3,293.59065360802094,518126.9359928878,518126.9359928878
0.3,248.4778025134561,587798.0326948676,587798.0326948676
0.3,287.3601935821695,523918.35028778436,523918.35028778436
0.3,271.20176812400825,544729.5855586424,544729.5855586424
0.3,301.4057731894939,512913.9124966176,512913.9124966176
0.3,288.0178888669669,523178.13127082575,523178.13127082575
0.3,255.29282037114433,570996.1923677305,570996.1923677305
0.3,285.7924127469126,525716.1846641004,525716.1846641004
0.3,253.8219173714372,574159.2368648351,574159.2368648351
0.3,249.42525349060966,585040.448292705,585040.448292705
0.3,272.36046060953475,542957.7706759177,542957.7706759177
0.3,285.29420614776257,526298.8625164902,526298.8625164902
0.3,260.42186170113075,560971.1424500879,560971.1424500879
0.3,243.16470420985107,607293.6643089254,607293.6643089254
0.3,266.3891253080675,551728.419800066,551728.419800066
0.3,290.85884112127286,520210.42053601844,520210.42053601844
0.3,242.25153702589145,611223.364693666,611223.364693666
0.3,302.51107649706927,512307.7263348592,512307.7263348592
0.3,253.34672141113685,575303.2956412255,575303.2956412255
0.3,307.5682334699295,509831.34196816763,509831.34196816763
0.3,274.2459495585815,539644.8431771173,539644.8431771173
0.3,310.9964391498157,507904.42881688016,507904.42881688016
0.3,291.8223629098873,519356.99142418604,519356.99142418604
0.3,309.43814507736704,508816.13756143587,508816.13756143587
0.3,245.06924141288536,599394.6956109058,599394.6956109058
0.3,300.941897112347,513225.9985335816,513225.9985335816
0.3,278.32419198232407,534605.5250595972,534605.5250595972
0.3,252.8701920043685,576928.3592112082,576928.3592112082
0.3,246.95265759331238,592396.2345825697,592396.2345825697
0.3,241.99150379067035,613012.0026179259,613012.0026179259
0.3,301.82702527524833,512634.5748513658,512634.5748513658
0.3,252.5679020986251,577391.1881069373,577391.1881069373
0.3,256.9799843587459,567330.277476112,567330.277476112
0.3,267.25349145427316,550688.2821387809,550688.2821387809
0.3,302.9814521220189,512057.44804358477,512057.44804358477
0.3,286.61460191436925,524993.359161252,524993.359161252
0.3,293.5242215238407,518174.20605004055,518174.20605004055
0.3,261.6517712492383,559380.8104393239,559380.8104393239
0.3,250.42256803390043,582198.472461716,582198.472461716
0.3,244.91571454330492,599598.3930597005,599598.3930597005
0.3,259.0456221518046,563357.5557630936,563357.5557630936
0.3,243.7306971427867,603543.5128937211,603543.5128937211
0.3,300.93558024431843,513250.56502066564,513250.56502066564
0.3,252.75253429422497,577095.9866857533,577095.9866857533
0.3,285.1236796548608,526632.7687361797,526632.7687361797
0.3,307.3099017088833,509922.15585208696,509922.15585208696
0.3,261.23197903812803,559914.5438488789,559914.5438488789
0.3,241.95216868842186,613163.9020474718,613163.9020474718
0.3,306.7982630457914,510085.9923034619,510085.9923034619
0.3,290.5424860811787,520535.2794729472,520535.2794729472
0.3,280.6221658700516,531925.7943829158,531925.7943829158
0.3,257.54531955218175,566329.3933775537,566329.3933775537
0.3,273.2444079541762,541363.560743902,541363.560743902
0.3,295.1334073622707,516881.0484750053,516881.0484750053
0.3,247.9843783159949,589412.2620209928,589412.2620209928
0.3,293.38956377803174,518270.06356344884,518270.06356344884
0.3,282.7835696477879,529316.8582432959,529316.8582432959
0.3,307.27297457891837,509931.7246698403,509931.7246698403
0.3,302.1238682823956,512419.28390799783,512419.28390799783
0.3,247.3360855682558,591209.2783020512,591209.2783020512
0.3,292.5585429149309,518740.16385298833,518740.16385298833
0.3,278.5098472654648,534315.6239482323,534315.6239482323
0.3,253.2090514591586,575860.3817677507,575860.3817677507
0.3,249.85026563688243,583696.9029113922,583696.9029113922
0.3,257.17757645856085,566800.3981030138,566800.3981030138
0.3,308.54110359377466,509191.8586577049,509191.8586577049
0.3,257.3644945971237,566439.8431069283,566439.8431069283
0.3,303.588493702531,511840.03157653514,511840.03157653514
0.3,258.6984151570156,564251.4897657314,564251.4897657314
0.3,246.82143122182023,593308.5003948567,593308.5003948567
0.3,243.85521194807112,603346.0941933271,603346.0941933271
0.3,274.8781788884696,538837.5531995246,538837.5531995246
0.3,281.60705962322106,530442.4637791074,530442.4637791074
0.3,253.67314811408892,574652.3765218386,574652.3765218386
0.3,257.8931671428083,565640.3709886863,565640.3709886863
0.3,265.55752684295186,552685.9691755326,552685.9691755326
0.3,255.18259455919213,571039.2460327835,571039.2460327835
0.3,261.166855285439,560124.6952134654,560124.6952134654
0.3,305.8852032128011,510550.45357352786,510550.45357352786
0.3,312.0544457885345,507215.61245406483,507215.61245406483
0.3,265.19896793787007,553500.4849911447,553500.4849911447
0.3,260.5906854420687,560678.240866422,560678.240866422
0.3,246.35980249757452,594096.7864447931,594096.7864447931
0.3,310.23541190583154,508151.6349404723,508151.6349404723
0.3,285.3587548866038,526176.5241350433,526176.5241350433
0.3,309.9343693508014,508463.54032990907,508463.54032990907
0.3,295.85551058009366,516330.05959613743,516330.05959613743
0.3,274.7891778228748,538931.0991152762,538931.0991152762
0.3,258.1551748086839,565127.0576023823,565127.0576023823
0.3,303.6907805807676,511640.67640408,511640.67640408
0.3,294.37880556700304,517594.83632053126,517594.83632053126
0.3,310.16861267372906,508343.57410785084,508343.57410785084
0.3,271.22503050493685,544659.3321613726,544659.3321613726
0.3,269.9333562906361,546519.6842266674,546519.6842266674
0.3,299.6154871288359,514136.4773722619,514136.4773722619
0.3,295.9481328710045,516304.13237221446,516304.13237221446
0.3,247.0771634855981,591932.6561554516,591932.6561554516
0.3,273.4580589443934,541089.1124641113,541089.1124641113
0.3,301.20491277227853,513040.3735757304,513040.3735757304
0.3,255.48560744004266,570379.9709676702,570379.9709676702
0.3,244.60915152512484,600853.8941501322,600853.8941501322
0.3,253.91718946910754,574015.8026289877,574015.8026289877
0.3,301.48439494219383,512896.81333881814,512896.81333881814
0.3,268.0607558405582,548976.0251674615,548976.0251674615
0.3,297.9538402405359,514786.1346071183,514786.1346071183
0.3,271.36501363925987,544477.1949214812,544477.1949214812
0.3,298.75497133817703,514615.9443942659,514615.9443942659
0.3,304.6539792148715,511083.42553348513,511083.42553348513
0.3,296.35865826017243,516100.3346054928,516100.3346054928
0.3,254.1521253712583,573468.8391250223,573468.8391250223
0.3,244.05360655525246,602854.5585409851,602854.5585409851
0.3,269.3498533947075,547823.8195146957,547823.8195146957
0.3,289.419365570987,521642.74803636415,521642.74803636415
0.3,269.89403906255006,546613.7587172219,546613.7587172219
0.3,279.9955005310408,532825.3663629788,532825.3663629788
0.3,307.86019003266745,509732.93028550333,509732.93028550333
0.3,288.25680054082744,522866.38400018954,522866.38400018954
0.3,246.5861445365601,593508.4313662093,593508.4313662093
0.3,276.8603131679548,536027.158906349,536027.158906349
0.3,272.97010507215333,541935.8000124828,541935.8000124828
0.3,279.0831355349454,533825.916521903,533825.916521903
0.3,255.94770704708802,569589.2240179752,569589.2240179752
0.3,278.9814954115271,533833.612450684,533833.612450684
0.3,301.18771057823733,513048.1221945606,513048.1221945606
0.3,309.99054800455326,508391.09325265314,508391.09325265314
0.3,279.18709454588856,533511.6646973662,533511.6646973662
0.3,263.31022861989885,556496.8768766022,556496.8768766022
0.3,280.04034489475157,532695.9337279797,532695.9337279797
0.3,268.0607558405582,548976.0251674615,548976.0251674615
0.3,259.1819712661683,563192.7864758746,563192.7864758746
0.3,250.73066274524618,581517.343599244,581517.343599244
0.3,258.8121581058746,563787.8878506192,563787.8878506192
0.3,248.0499035581866,588601.2119761787,588601.2119761787
0.3,305.7730433955945,510589.2869725525,510589.2869725525
0.3,285.1745053144054,526492.0857362341,526492.0857362341
0.3,289.83229579256823,521065.16625327145,521065.16625327145
0.3,299.7526990701215,514100.19491316366,514100.19491316366
0.3,247.76036199502326,589801.888675624,589801.888675624
0.3,259.41246583656044,562473.0263401947,562473.0263401947
0.3,256.44754066067844,568284.5405106181,568284.5405106181
0.3,261.3657076784334,559483.4866845259,559483.4866845259
0.3,276.6766240213215,536464.7283968229,536464.7283968229
0.3,307.17213406671,509951.60149260936,509951.60149260936
0.3,257.68908535903773,565962.0881820851,565962.0881820851
0.3,282.1998430944271,529865.5130809839,529865.5130809839
0.3,276.4323682260224,536684.4334933058,536684.4334933058
0.3,303.1490782339848,511870.48839036305,511870.48839036305
0.3,271.61540714070014,544394.8490622253,544394.8490622253
0.3,294.72771904526576,517352.30811892985,517352.30811892985
0.3,249.2173771817336,585329.1891273225,585329.1891273225
0.3,248.86212075614517,586793.0380228637,586793.0380228637
0.3,282.15494978842986,529985.7094936869,529985.7094936869
0.3,295.3492083998567,516681.6332402899,516681.6332402899
0.3,275.9964029903518,537722.111052423,537722.111052423
0.3,300.73976192737115,513307.6214934877,513307.6214934877
0.3,304.78073835271573,511004.76018799347,511004.76018799347
0.3,297.30034534210523,515284.4904242387,515284.4904242387
0.3,288.06724216042807,522912.3688385117,522912.3688385117
0.3,258.1366721464951,565232.3476577117,565232.3476577117
0.3,290.85884112127286,520210.42053601844,520210.42053601844
0.3,271.61581424408394,544317.055441277,544317.055441277
0.3,254.8626961948399,571764.2117889323,571764.2117889323
0.3,295.34919610020853,516752.9050985165,516752.9050985165
0.3,293.00264739710326,518429.5685575571,518429.5685575571
0.3,263.2292695972035,556592.8313144303,556592.8313144303
0.3,246.15077887194843,594525.2598827435,594525.2598827435
0.3,301.2391200681506,512983.5994292932,512983.5994292932
0.3,254.852019201736,571825.0655666078,571825.0655666078
0.3,248.91897498400985,586488.2377190538,586488.2377190538
0.3,292.02077188142863,519222.3131145127,519222.3131145127
0.3,304.1240579673244,511438.8164091397,511438.8164091397
0.3,309.63112225845157,508756.64567127184,508756.64567127184
0.3,283.66305827254075,528013.3187009661,528013.3187009661
0.3,259.85795657429037,561866.7367748488,561866.7367748488
0.3,283.5670017198875,528502.370523137,528502.370523137
0.3,275.9423512664651,537750.2979083849,537750.2979083849
0.3,295.76729995050994,516422.02718791994,516422.02718791994
0.3,253.50192841942402,574952.1053545575,574952.1053545575
0.3,305.6060489539177,510611.1085577775,510611.1085577775
0.3,263.22468937662217,556685.5388760951,556685.5388760951
0.3,290.52705124958527,520545.4502049186,520545.4502049186
0.3,283.8982741286118,527686.0703949733,527686.0703949733
0.3,244.39460663434735,601443.9894183968,601443.9894183968
0.3,291.5713462218253,519789.4319157061,519789.4319157061
0.3,290.7420819431137,520381.51272643317,520381.51272643317
0.3,298.973423747986,514407.94609891245,514407.94609891245
0.3,292.0921727906886,519177.15655506286,519177.15655506286
0.3,267.37816683999034,550064.2896023158,550064.2896023158
0.3,304.040030141409,511476.4550412935,511476.4550412935
0.3,252.1342194746527,578053.801612041,578053.801612041
0.3,242.60014094700236,609013.4182985866,609013.4182985866
0.3,292.9989234415678,518588.19133940607,518588.19133940607
0.3,278.4238819317594,534530.0653697078,534530.0653697078
0.3,254.3894440139441,572856.5296827593,572856.5296827593
0.3,294.6087964066474,517369.88135083177,517369.88135083177
0.3,251.47229234995604,580203.5251461021,580203.5251461021
0.3,287.1534269315395,524111.81419033307,524111.81419033307
0.3,247.43857187965506,590496.4691281569,590496.4691281569
0.3,247.59427375108942,590158.8439271188,590158.8439271188
0.3,261.1279230800849,560164.7000703673,560164.7000703673
0.3,280.05593160092883,532545.8057729998,532545.8057729998
0.3,282.90465565194626,529148.4151368339,529148.4151368339
0.3,293.8935574255287,517784.44274266844,517784.44274266844
0.3,251.2861001528573,580351.2066089936,580351.2066089936
0.3,253.4625951983394,575049.9309189786,575049.9309189786
0.3,294.3651717233299,517639.1651822912,517639.1651822912
0.3,263.4157098534229,556172.5815247543,556172.5815247543
0.3,255.74856357728615,569834.771944764,569834.771944764
0.3,258.14898705466777,565154.343197223,565154.343197223
0.3,248.57365590308888,587437.6193626178,587437.6193626178
0.3,244.4423522888193,601423.2859093011,601423.2859093011
0.3,267.7742278061804,549494.9294704929,549494.9294704929
0.3,302.9271030798022,512090.1351047276,512090.1351047276
0.3,311.09651347440825,507782.5908269709,507782.5908269709
0.3,275.4926998292387,538401.424712451,538401.424712451
0.3,276.61354173293677,536676.7004871021,536676.7004871021
0.3,284.4351463452223,527191.8488698697,527191.8488698697
0.3,282.28959498921705,529372.3927582483,529372.3927582483
0.3,246.40502433569833,594030.55101946,594030.55101946
0.3,248.7471509139864,587284.3608074007,587284.3608074007
0.3,287.4938675757071,523845.902542635,523845.902542635
0.3,258.3485441857302,564896.9674886898,564896.9674886898
0.3,278.8236701058091,534279.3670157146,534279.3670157146
0.3,307.88462786777757,509603.7648785477,509603.7648785477
0.3,255.94770704708802,569589.2240179752,569589.2240179752
0.3,249.96521697061416,583512.0579559852,583512.0579559852
0.3,289.082161694163,521891.61551165825,521891.61551165825
0.3,289.64354179551896,521557.4882250077,521557.4882250077
0.3,258.48544720252454,564340.1569181725,564340.1569181725
0.3,257.93923369220875,565538.5801056725,565538.5801056725
0.3,286.62097363230515,524846.9199797024,524846.9199797024
0.3,293.5965766298506,518094.26655742235,518094.26655742235
0.3,262.00223060631583,558419.9411021967,558419.9411021967
0.3,256.528207389226,568214.0363245294,568214.0363245294
0.3,304.6597014155129,511039.9591588349,511039.9591588349
0.3,270.2189661474469,546116.1323699962,546116.1323699962
0.3,264.8593406781281,554058.7867193148,554058.7867193148
0.3,246.94277883559278,592570.7513071534,592570.7513071534
0.3,265.50477820448214,552975.4489138105,552975.4489138105
0.3,306.8977170152508,509994.26515999733,509994.26515999733
0.3,297.43612011953434,515135.573406648,515135.573406648
0.3,273.51085384306214,540870.9383634116,540870.9383634116
0.3,302.491914499499,512351.39445826865,512351.39445826865
0.3,253.8612770012843,574105.4315720934,574105.4315720934
0.3,294.1414010877106,517661.91424826847,517661.91424826847
0.3,308.8866642822283,509063.94417026575,509063.94417026575
0.3,281.0540078810731,531250.4067556561,531250.4067556561
0.3,286.884712767889,524412.3242340186,524412.3242340186
0.3,247.16756089381445,591292.7136878265,591292.7136878265
0.3,248.66644011430338,587353.712073314,587353.712073314
0.3,265.33039301580254,553100.1391993944,553100.1391993944
0.3,306.948151161538,509985.2369581184,509985.2369581184
0.3,269.63601768117695,547286.6022775049,547286.6022775049
0.3,280.258884652375,532438.3732443211,532438.3732443211
0.3,290.214905975991,521058.1402738915,521058.1402738915
0.3,259.61717341460894,562304.1678429178,562304.1678429178
0.3,254.7720888854738,571884.8360080286,571884.8360080286
0.3,253.7330142501956,574163.6761001911,574163.6761001911
0.3,273.0225705943182,541444.1212689505,541444.1212689505
0.3,262.8467496554089,557043.9778215671,557043.9778215671
0.3,284.78139763800607,526946.368304332,526946.368304332
0.3,258.1551748086839,565127.0576023823,565127.0576023823
0.3,258.3599202079048,564547.4375486323,564547.4375486323
0.3,258.61315762918525,564283.2268580116,564283.2268580116
0.3,299.3564668981723,514204.31450514146,514204.31450514146
0.3,280.6078902112439,532141.7198465996,532141.7198465996
0.3,243.65373710200095,604265.5673727895,604265.5673727895
0.3,305.87936106922814,510554.1400406534,510554.1400406534
0.3,286.94524793903173,524194.0824270105,524194.0824270105
0.3,309.35323102266807,508817.6812337649,508817.6812337649
0.3,245.7220835817289,596600.5317612975,596600.5317612975
0.3,312.6573185963047,507006.3417552694,507006.3417552694
0.3,249.3071323700065,585181.6327935901,585181.6327935901
0.3,273.4580589443934,541089.1124641113,541089.1124641113
0.3,304.1178326640406,511443.08953835204,511443.08953835204
0.3,276.22822542193757,536981.4632595058,536981.4632595058
0.3,307.35530985794657,509843.8045157859,509843.8045157859
0.3,264.3336926887585,555156.9775284354,555156.9775284354
0.3,311.56439653121714,507621.9820434329,507621.9820434329
0.3,245.37765989526685,598766.4801603251,598766.4801603251
0.3,299.80442116132514,513949.41788274684,513949.41788274684
0.3,251.03471294111748,580423.7883530846,580423.7883530846
0.3,244.3760989273623,602070.0852796121,602070.0852796121
0.3,256.1247311937306,569179.8089592338,569179.8089592338
0.3,287.82271458199864,523274.96229119017,523274.96229119017
0.3,252.1342194746527,578053.801612041,578053.801612041
0.3,243.51482310943055,604278.4812751613,604278.4812751613
0.3,287.2454428619657,523933.5945372239,523933.5945372239
0.3,258.98475438495433,563622.2452510709,563622.2452510709
0.3,242.47388227363393,610999.3841204864,610999.3841204864
0.3,296.0593662653789,516112.89542447974,516112.89542447974
0.3,257.27540560785746,566501.9450780109,566501.9450780109
0.3,300.23496721839626,513824.7063612116,513824.7063612116
0.3,292.8723216117064,518719.87404620385,518719.87404620385
0.3,266.5876785014647,551380.7846540689,551380.7846540689
0.3,252.38359152033883,577623.3650808843,577623.3650808843
0.3,246.51701898284517,593770.0316826636,593770.0316826636
0.3,305.48804273324316,510736.913194193,510736.913194193
0.3,298.2130594083727,514634.60957932496,514634.60957932496
0.3,287.6788959755388,523501.33947187674,523501.33947187674
0.3,313.1992299219145,506637.81511687645,506637.81511687645
0.3,294.7667510765819,517114.2078143765,517114.2078143765
0.3,290.6735655606833,520469.03360079497,520469.03360079497
0.3,276.0112205581345,537598.157847379,537598.157847379
0.3,273.9632556150917,539953.5929487653,539953.5929487653
0.3,274.0611507244291,539759.6753463696,539759.6753463696
0.3,259.35541222310576,563034.3689688295,563034.3689688295
0.3,292.54339910556405,518855.98946892476,518855.98946892476
0.3,268.43380315244525,548091.110181634,548091.110181634
0.9,220.03289057025927,529059.1547443649,529059.1547443649
0.9,243.01637386995125,505843.3548947446,505843.3548947446
0.9,227.78937957117074,517425.43221901485,517425.43221901485
0.9,223.19615830883458,523460.3720843832,523460.3720843832
0.9,227.26097750760186,517976.049331993,517976.049331993
0.9,226.9552077925385,518212.76145497966,518212.76145497966
0.9,220.03289057025927,529059.1547443649,529059.1547443649
0.9,252.4880725922537,500756.3799341631,500756.3799341631
0.9,228.06097508397627,517158.3637253267,517158.3637253267
0.9,226.9552077925385,518212.76145497966,518212.76145497966
0.9,223.19615830883458,523460.3720843832,523460.3720843832
0.9,225.89254157050598,519420.4239509412,519420.4239509412
0.9,220.5807434725821,527587.9310853344,527587.9310853344
0.9,252.4880725922537,500756.3799341631,500756.3799341631
0.9,226.9552077925385,518212.76145497966,518212.76145497966
0.9,227.94382196495627,517228.0200196374,517228.0200196374
0.9,245.29401550822618,504331.2070383575,504331.2070383575
0.9,223.92587396766038,522019.2868822632,522019.2868822632
0.9,237.82077365804986,509563.4459294366,509563.4459294366
0.9,227.3240104971901,517961.5201890605,517961.5201890605
0.9,243.71859904844175,505204.17719513044,505204.17719513044
0.9,243.06689574968047,505768.163701767,505768.163701767
0.9,223.06364838108743,523801.52165354055,523801.52165354055
0.9,220.61349937763578,527568.4001508091,527568.4001508091
0.9,241.10498973874533,507177.98441199306,507177.98441199306
0.9,242.59292059773722,505980.28170541755,505980.28170541755
0.9,238.75216602939153,508774.20901953406,508774.20901953406
0.9,245.61239454586212,504058.3248049865,504058.3248049865
0.9,223.03306437339376,523802.582270463,523802.582270463
0.9,261.52015742995644,500077.58084215166,500077.58084215166
0.9,221.51899523775685,525845.5721488527,525845.5721488527
0.9,243.03081221820415,505818.58628624276,505818.58628624276
0.9,221.50484291258954,526051.8759654637,526051.8759654637
0.9,225.54289622551988,520064.54412904836,520064.54412904836
0.9,254.07152563450865,500560.5214224756,500560.5214224756
0.9,243.44138101276124,505510.84348761616,505510.84348761616
0.9,231.46444905945893,514105.88106936077,514105.88106936077
0.9,247.9558760175375,502499.9031246585,502499.9031246585
0.9,245.30700598247,504329.1471034236,504329.1471034236
0.9,238.75598730726801,508750.7036988074,508750.7036988074
0.9,221.53998943561118,525661.986290728,525661.986290728
0.9,227.94382196495627,517228.0200196374,517228.0200196374
0.9,238.03678029669376,509257.0400151091,509257.0400151091
0.9,236.21290072287312,510468.88703580986,510468.88703580986
0.9,227.98163143973923,517206.1088630571,517206.1088630571
0.9,227.26253890792975,517975.1194472674,517975.1194472674
0.9,234.9402351019174,511499.27139522356,511499.27139522356
0.9,229.94110289746308,515346.44257264753,515346.44257264753
